node0,node1
681,339648
681,493616
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
681,684913
11265,1324989
11265,1324989
11265,6615
0,0
681,816272
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
11265,1324989
