,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,17:02:18.304,    9.25,    2.16,    9.01,    2.44,    8.68,    2.32,    8.32,    2.05,    9.02,    2.19,    9.20,    2.28,   53.48,   13.44,     20460,   66.91, 1099.92, 1102.84, 1100.37, 1102.67, 1098.11, 1102.33, 1097.82, 1101.63, 1098.89, 1102.11, 1099.69, 1103.72, 6594.79, 6615.30,     20600,13210.09,   6648.27,   6628.73,  13277.00
2023-05-25,17:02:18.403,    7.62,    1.42,    7.53,    1.77,    7.56,    1.62,    7.18,    1.40,    7.46,    1.49,    7.55,    1.53,   44.90,    9.22,     18660,   54.12, 1808.17, 2065.49, 1806.94, 2066.25, 1806.72, 2065.75, 1807.41, 2062.41, 1808.40, 2062.42, 1807.52, 2063.06,10845.17,12385.38,     19070,23230.55,  10890.07,  12394.59,  23284.66
2023-05-25,17:02:18.503,    8.58,    2.16,    8.43,    2.54,    8.43,    2.35,    7.92,    2.09,    8.48,    2.19,    8.39,    2.27,   50.23,   13.59,     18806,   63.82, 2161.47, 2485.35, 2162.15, 2485.19, 2161.48, 2485.53, 2162.78, 2484.88, 2162.78, 2485.25, 2164.25, 2486.05,12974.91,14912.25,     19229,27887.16,  13025.14,  14925.84,  27950.99
2023-05-25,17:02:18.603,   19.29,    4.83,   19.18,    5.11,   19.11,    5.13,   18.31,    4.49,   18.91,    4.59,   18.95,    4.91,  113.75,   29.05,     18630,  142.81, 1985.42, 2355.75, 1985.44, 2356.57, 1984.69, 2355.65, 1976.60, 2349.77, 1978.09, 2349.52, 1976.98, 2348.91,11887.21,14116.18,     19110,26003.39,  12000.96,  14145.23,  26146.19
2023-05-25,17:02:18.703,   11.81,    3.72,   11.52,    4.05,   11.45,    3.84,   10.88,    3.56,   11.65,    3.62,   11.86,    3.94,   69.17,   22.74,     18640,   91.91, 1773.94, 2079.47, 1772.85, 2079.41, 1771.63, 2078.49, 1767.33, 2078.36, 1768.63, 2077.65, 1767.85, 2078.25,10622.24,12471.62,     19050,23093.86,  10691.41,  12494.37,  23185.77
2023-05-25,17:02:18.804,    7.67,    1.75,    7.51,    1.87,    7.21,    1.72,    7.01,    1.60,    7.48,    1.67,    7.66,    1.88,   44.55,   10.50,     18810,   55.04, 1290.72, 1496.53, 1289.90, 1496.54, 1288.82, 1494.16, 1288.60, 1494.32, 1289.87, 1494.66, 1289.13, 1497.01, 7737.03, 8973.23,     19000,16710.25,   7781.58,   8983.72,  16765.30
2023-05-25,17:02:18.903,    8.29,    1.76,    8.19,    1.96,    7.80,    1.74,    7.45,    1.54,    8.08,    1.68,    8.35,    1.82,   48.17,   10.49,     18620,   58.66, 1160.73, 1321.89, 1158.85, 1320.49, 1160.10, 1320.52, 1161.99, 1320.05, 1163.24, 1321.61, 1160.75, 1319.05, 6965.66, 7923.62,     18840,14889.28,   7013.83,   7934.11,  14947.94
2023-05-25,17:02:19.004,   19.69,    8.79,   19.12,    8.58,   19.08,    8.53,   18.51,    8.29,   19.17,    8.22,   19.17,    8.43,  114.75,   50.85,     18820,  165.60, 1060.13, 1055.27, 1059.92, 1053.36, 1058.63, 1053.80, 1061.31, 1052.67, 1059.92, 1051.89, 1061.54, 1052.77, 6361.45, 6319.76,     19080,12681.21,   6476.20,   6370.61,  12846.81
2023-05-25,17:02:19.104,   14.32,    4.30,   14.10,    4.36,   14.22,    4.58,   13.61,    4.15,   14.37,    4.22,   14.39,    4.40,   85.00,   26.01,     18640,  111.01, 1362.21, 1504.32, 1362.24, 1503.41, 1360.12, 1503.61, 1361.97, 1502.34, 1362.40, 1503.23, 1365.34, 1505.18, 8174.28, 9022.09,     18960,17196.37,   8259.28,   9048.10,  17307.38
2023-05-25,17:02:19.205,    8.38,    1.67,    8.42,    2.01,    8.35,    1.98,    7.91,    1.64,    8.41,    1.74,    8.39,    1.85,   49.87,   10.90,     18820,   60.76, 1975.01, 2274.39, 1973.29, 2273.30, 1973.65, 2273.79, 1974.05, 2268.77, 1975.07, 2268.66, 1973.58, 2268.82,11844.66,13627.73,     19320,25472.39,  11894.52,  13638.62,  25533.15
2023-05-25,17:02:19.305,    8.54,    1.99,    8.48,    2.40,    8.30,    2.26,    7.81,    1.88,    8.38,    2.02,    8.36,    2.16,   49.88,   12.71,     18620,   62.59, 1964.98, 2251.69, 1965.23, 2252.43, 1963.62, 2251.35, 1966.71, 2250.61, 1966.65, 2249.39, 1966.93, 2250.76,11794.12,13506.24,     19150,25300.36,  11844.00,  13518.95,  25362.95
2023-05-25,17:02:19.404,   15.49,    5.08,   15.04,    5.03,   15.07,    5.21,   14.27,    4.64,   15.05,    4.76,   15.26,    5.09,   90.16,   29.81,     18806,  119.97, 1924.16, 2308.00, 1921.84, 2305.86, 1923.50, 2308.02, 1920.40, 2303.90, 1921.72, 2304.67, 1919.73, 2303.47,11531.35,13833.93,     19241,25365.28,  11621.52,  13863.73,  25485.25
2023-05-25,17:02:19.504,   16.27,    4.62,   16.16,    4.84,   16.03,    4.82,   15.53,    4.45,   16.07,    4.57,   16.72,    5.36,   96.77,   28.66,     18640,  125.43, 1531.94, 1773.65, 1530.63, 1772.88, 1530.82, 1773.01, 1536.28, 1771.62, 1536.60, 1771.99, 1536.48, 1772.27, 9202.74,10635.41,     18880,19838.15,   9299.51,  10664.07,  19963.59
2023-05-25,17:02:19.604,   18.72,    6.31,   18.46,    6.38,   18.40,    6.48,   17.72,    5.98,   18.33,    6.14,   18.61,    6.35,  110.24,   37.65,     18630,  147.89, 1301.13, 1510.90, 1300.88, 1510.94, 1302.27, 1511.53, 1304.50, 1512.71, 1305.33, 1512.90, 1304.87, 1512.79, 7818.99, 9071.77,     18830,16890.76,   7929.23,   9109.42,  17038.65
