time,sock0,sock1
0.1,  240.13,50485.86
0.2,  293.52,44532.01
0.3,  235.92,27659.93
0.4,  351.16,41717.53
0.5,  156.95,49554.37
0.6,  175.60,31411.86
0.7,  164.88,36939.21
0.8,  185.31,48646.82
0.9,  230.73,37626.09
1.0,  215.93,31757.41
1.1,  131.56,45600.47
1.2,  156.72,44934.93
1.3,  191.76,30745.99
1.4,  179.45,40594.82
1.5,  299.76,47241.47
1.6,  257.05,33724.13
1.7,  233.42,33403.07
1.8,  162.65,47795.77
1.9,  162.03,38119.34
2.0,  169.31,33427.38
2.1,  165.31,40974.38
2.2,  166.78,43782.26
2.3,  173.99,32776.23
2.4,  146.59,37622.75
2.5,  194.70,46648.55
2.6,  166.66,38347.53
2.7,  182.31,32176.40
2.8,  191.92,45488.27
2.9,  515.90,40671.02
3.0,  183.10,33399.84
3.1,  178.15,40287.67
3.2,  247.29,41596.09
3.3,  217.30,37492.67
3.4,  157.15,32552.53
3.5,  194.84,39642.89
3.6,  164.75,45294.18
3.7,  157.07,30585.77
3.8,  178.17,40315.61
3.9,  157.88,44960.87
4.0,  163.33,34176.35
4.1,  148.16,37720.70
4.2,  190.54,44556.74
4.3,  190.96,39242.30
4.4,  155.49,31332.64
4.5,  183.83,42415.57
4.6,  158.68,43318.88
4.7,  206.29,37430.36
4.8,  267.15,35765.70
4.9,  171.75,41308.89
5.0,  179.80,40439.31
5.1,  182.46,36030.82
5.2,  173.41,40992.41
5.3,  260.92,39782.26
5.4,  357.62,36085.78
5.5,  192.02,35254.56
5.6,  163.83,43382.42
5.7,  183.31,39246.55
5.8,  278.39,37544.18
5.9,  185.13,41905.79
6.0,  199.55,43057.90
6.1,  202.72,33575.71
6.2,  184.81,38704.91
6.3,  531.93,45738.76
6.4,  194.06,35408.76
6.5,  185.66,34678.23
6.6,  165.58,47293.46
6.7,  192.62,40549.16
6.8,  338.67,29646.12
6.9,  174.58,42004.82
7.0,  233.79,41823.85
7.1,  206.72,30732.17
7.2,  181.96,38037.90
7.3,  213.02,46818.75
7.4,  180.80,38028.60
7.5,  345.49,32847.59
7.6,  173.84,43994.66
7.7,  193.42,42256.00
7.8,  243.90,33023.04
7.9,  191.10,40874.54
8.0,  185.23,43165.04
8.1,  161.60,33774.29
8.2,  185.99,39941.23
8.3,  178.30,41945.98
8.4,  182.36,35978.67
8.5,  176.59,36927.50
8.6,  173.32,38558.41
8.7,  184.46,41268.77
8.8,  233.85,36807.40
8.9,  178.41,36837.34
9.0,  196.82,42872.23
9.1,  551.35,36160.09
9.2,  164.96,35717.82
9.3,  186.66,42612.83
9.4,  327.48,41553.88
9.5,  181.50,32124.28
9.6,  325.30,44260.78
9.7,  178.42,43505.74
9.8,  166.31,38099.62
9.9,  149.02,38624.94
10.0,  157.68,44598.23
10.1,  163.72,34234.25
10.2,  182.20,38299.06
10.3,  162.32,43254.74
10.4,  175.00,40290.72
10.5,  171.72,34230.70
10.6,  167.43,44898.80
10.7,  158.62,39192.38
10.8,  359.47,34579.91
10.9,  263.02,41280.59
11.0,  200.35,42670.82
11.1,  173.03,35305.01
11.2,  165.71,39108.76
11.3,  201.82,44324.98
11.4,  159.23,37935.94
11.5,  219.04,34893.70
11.6,  162.21,46484.67
11.7,  169.20,36865.12
11.8,  217.10,34236.11
11.9,  157.86,43612.58
12.0,  150.18,44431.49
12.1,  258.68,33382.74
12.2,  162.09,38114.53
12.3,  185.69,46847.82
12.4,  195.46,34449.15
12.5,  234.48,38198.49
12.6,  158.99,47997.45
12.7,  175.53,37160.37
12.8,  189.48,33066.91
12.9,  168.39,43416.69
13.0,  173.41,41740.21
13.1,  163.60,33054.31
13.2,  167.01,39239.55
13.3,  207.32,43858.12
13.4,  163.28,37332.35
13.5,  154.95,34994.04
13.6,  175.43,46353.73
13.7,  154.20,41787.34
13.8,  190.26,31185.04
13.9,  168.29,39638.66
14.0,  251.27,47429.07
14.1,  168.55,29565.74
14.2,  164.63,37790.84
14.3,  314.54,50932.16
14.4,  161.91,37073.76
14.5,  162.43,30048.49
14.6,  152.99,44292.59
14.7,  184.95,45742.45
14.8,  202.36,28668.99
14.9,  164.11,39633.50
15.0,  156.60,52045.01
15.1,  234.16,30873.97
15.2,  210.69,30564.10
15.3,  190.07,49281.07
15.4,  165.72,42255.04
15.5,  250.68,28278.91
15.6,  176.09,43923.35
15.7,  180.08,49014.80
15.8,  199.14,29055.61
15.9,  150.48,32752.34
16.0,  161.91,51060.50
16.1,  162.05,37163.81
16.2,  160.62,27627.43
16.3,  158.65,43859.00
16.4,  152.00,48428.47
16.5,  510.24,30782.21
16.6,  145.30,33880.39
16.7,  144.64,46828.48
16.8,  210.64,39530.70
16.9,  148.65,26253.89
17.0,  180.80,47215.58
17.1,  283.07,49198.24
17.2,  272.64,30801.84
17.3,  196.04,34079.41
17.4,  157.19,50135.15
17.5,  187.61,35195.92
17.6,  156.58,29763.04
17.7,  171.37,45248.21
17.8,  215.71,44497.87
17.9,  160.99,30291.51
18.0,  148.51,38712.45
18.1,  141.76,45264.36
18.2,  160.92,34865.61
18.3,  303.37,31713.72
18.4,  164.72,46316.18
18.5,  177.62,42425.00
18.6,  228.90,29954.34
18.7,  183.52,44931.47
18.8,  197.56,43743.57
18.9,  166.83,33694.37
19.0,  192.13,36278.74
19.1,  168.11,48060.81
19.2,  156.96,37725.05
19.3,  221.50,31759.68
19.4,  162.90,44212.43
19.5,  188.07,44908.81
19.6,  432.74,31637.22
19.7,  172.62,40047.77
19.8,  162.17,46145.43
19.9,  171.16,36257.76
20.0,  158.37,32516.91
20.1,  166.53,46586.11
20.2,  231.54,40324.48
20.3,  168.71,32586.66
20.4,  158.08,44104.40
20.5,  163.58,41350.42
20.6,  157.28,35900.85
20.7,  172.93,41453.46
20.8,  178.68,42878.16
20.9,  178.36,36230.02
21.0,  184.98,39719.06
21.1,  146.94,44587.38
21.2,  209.18,35047.04
21.3,  661.87,38087.91
21.4,  165.42,45340.71
21.5,  213.32,34764.88
21.6,  176.27,32740.01
21.7,  268.76,44065.93
21.8,  152.85,39075.50
21.9,  165.31,32177.49
