,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,18:07:21.357,   17.13,    6.01,   17.38,    6.48,   17.51,    5.87,   17.11,    6.00,   17.48,    5.93,   17.29,    6.06,  103.90,   36.36,     18820,  140.26, 1714.51, 1991.65, 1716.80, 1993.77, 1716.55, 1994.45, 1718.03, 1996.87, 1717.40, 1995.84, 1719.11, 1996.83,10302.39,11969.41,     19150,22271.80,  10406.29,  12005.76,  22412.06
2023-05-25,18:07:21.457,   13.58,    3.05,   14.22,    3.49,   14.32,    3.10,   13.90,    3.12,   14.05,    3.17,   13.85,    3.15,   83.91,   19.08,     18680,  102.99, 2361.63, 2975.50, 2362.88, 2978.15, 2363.55, 2979.21, 2367.84, 2978.56, 2366.82, 2975.21, 2367.91, 2976.97,14190.64,17863.60,     18990,32054.24,  14274.55,  17882.68,  32157.23
2023-05-25,18:07:21.558,   12.92,    3.20,   13.27,    3.70,   13.62,    3.29,   12.98,    3.31,   13.12,    3.43,   12.93,    3.31,   78.84,   20.24,     18800,   99.08, 1567.00, 2131.31, 1565.79, 2128.05, 1565.56, 2128.42, 1569.62, 2133.33, 1571.70, 2133.61, 1569.98, 2132.04, 9409.64,12786.75,     18950,22196.39,   9488.48,  12807.00,  22295.47
2023-05-25,18:07:21.658,   21.20,    6.54,   21.49,    6.95,   21.64,    6.47,   20.91,    6.39,   21.14,    6.60,   21.30,    6.69,  127.67,   39.64,     18630,  167.31, 1397.01, 1584.18, 1395.74, 1580.55, 1397.14, 1583.88, 1392.77, 1582.79, 1392.72, 1581.92, 1391.31, 1578.45, 8366.69, 9491.78,     18870,17858.47,   8494.36,   9531.42,  18025.78
2023-05-25,18:07:21.759,   14.88,    3.19,   15.65,    3.72,   15.80,    3.25,   15.72,    3.41,   15.83,    3.38,   15.33,    3.30,   93.22,   20.25,     18830,  113.48, 2367.72, 2980.20, 2367.93, 2979.07, 2366.59, 2978.28, 2373.97, 2973.15, 2374.42, 2973.62, 2373.52, 2970.79,14224.15,17855.11,     19070,32079.26,  14317.38,  17875.36,  32192.74
2023-05-25,18:07:21.858,   16.91,    5.54,   17.38,    6.18,   17.78,    5.78,   16.84,    5.67,   16.95,    5.80,   17.16,    5.69,  103.03,   34.66,     18620,  137.69, 1902.31, 2553.59, 1901.47, 2551.96, 1902.25, 2552.94, 1909.39, 2558.82, 1910.08, 2558.55, 1907.84, 2554.93,11433.35,15330.80,     19060,26764.15,  11536.38,  15365.46,  26901.84
2023-05-25,18:07:21.958,   13.35,    4.14,   13.61,    4.47,   13.99,    4.21,   13.08,    4.04,   13.35,    4.17,   13.49,    4.15,   80.86,   25.19,     18806,  106.05, 1282.77, 1527.46, 1284.91, 1527.25, 1283.67, 1527.67, 1282.71, 1527.46, 1281.82, 1525.89, 1283.21, 1527.35, 7699.10, 9163.07,     18987,16862.17,   7779.96,   9188.26,  16968.22
2023-05-25,18:07:22.058,   14.42,    3.88,   14.86,    4.34,   15.15,    3.97,   14.88,    4.06,   14.95,    4.07,   14.56,    4.05,   88.82,   24.36,     18630,  113.19, 2189.67, 2667.88, 2190.87, 2668.91, 2192.21, 2672.26, 2197.75, 2676.93, 2197.16, 2674.02, 2198.44, 2675.66,13166.10,16035.66,     18710,29201.77,  13254.92,  16060.03,  29314.95
2023-05-25,18:07:22.158,   12.91,    2.88,   13.11,    3.29,   13.65,    2.98,   12.80,    2.84,   13.17,    2.98,   12.95,    2.99,   78.59,   17.95,     18630,   96.54, 2230.61, 2923.04, 2233.29, 2924.98, 2233.57, 2928.96, 2238.84, 2936.48, 2235.94, 2932.38, 2236.90, 2933.53,13409.16,17579.38,     19070,30988.54,  13487.75,  17597.32,  31085.07
