time,sock0,sock1
0.1,  115.50,20302.71
0.2,  105.04,29354.01
0.3,  105.15,36603.43
0.4,  265.16,43003.21
0.5,   93.14,38691.84
0.6,  136.84,32249.93
0.7,  184.78,25164.69
0.8,  108.04,21777.76
0.9,  121.03,19057.24
1.0,  101.88,30516.18
1.1,  111.32,35435.40
1.2,   82.04,37417.03
1.3,  100.66,40712.74
1.4,  277.58,33368.02
1.5,   99.96,28176.28
1.6,  110.76,22608.25
1.7,   90.13,22681.70
1.8,  122.68,27168.27
1.9,   89.05,32181.57
2.0,   91.03,40227.07
2.1,  137.04,37268.32
2.2,  207.68,32681.55
2.3,  149.16,28888.95
2.4,   82.08,23731.66
2.5,  105.85,26249.41
2.6,  204.35,29078.45
2.7,   85.69,27059.12
2.8,  116.73,36651.22
2.9,  101.86,37027.09
3.0,  101.48,34643.34
3.1,  182.12,31913.13
3.2,  192.62,24189.74
3.3,  109.56,27836.79
3.4,   87.12,30354.02
3.5,   88.49,27020.56
3.6,  153.38,33742.67
3.7,  148.07,33376.30
3.8,  183.81,35811.27
3.9,   98.38,31492.34
4.0,   95.89,26621.00
4.1,  101.41,29328.45
4.2,   94.87,28830.34
4.3,   96.41,26946.38
4.4,  130.17,30880.98
4.5,  101.92,31340.95
4.6,   86.62,37517.35
4.7,   96.69,28319.03
4.8,  222.04,29738.50
4.9,  108.78,34896.04
5.0,  103.70,29430.62
5.1,  141.53,25877.23
5.2,  125.43,24737.70
5.3,  163.74,34483.47
5.4,  295.94,32437.38
5.5,   98.86,30628.79
5.6,  119.48,33087.38
5.7,   88.15,33614.70
5.8,  161.31,30962.63
5.9,   96.38,26245.62
6.0,  114.21,22581.25
6.1,   93.91,30296.59
6.2,  100.43,31860.35
6.3,   86.28,33699.45
6.4,  126.65,36235.59
6.5,   87.70,34792.48
6.6,   91.24,31855.34
6.7,   94.81,25462.54
6.8,  174.69,22912.28
6.9,  105.89,27004.72
7.0,   97.45,30640.15
7.1,  109.79,33262.69
7.2,   98.91,38899.02
7.3,  132.29,37289.57
7.4,  100.56,31461.88
7.5,   89.48,26145.65
7.6,  108.99,20359.91
7.7,  460.24,27728.88
7.8,  169.44,28488.53
7.9,   97.39,34025.21
8.0,   76.11,38519.10
8.1,  154.84,38398.09
8.2,  115.26,32048.16
8.3,   98.74,26460.97
8.4,  158.30,21368.26
8.5,   96.84,23176.35
8.6,   97.70,30803.25
8.7,   96.17,32424.38
8.8,  110.35,40334.17
8.9,  128.71,39958.76
9.0,  135.28,31476.93
9.1,   97.56,27057.54
9.2,   92.90,21608.19
9.3,  269.46,21072.18
9.4,   94.03,29844.17
9.5,   97.23,33108.80
9.6,   97.21,41643.49
9.7,  104.35,39768.23
9.8,  144.99,33109.34
9.9,  172.94,26443.37
10.0,   82.33,21277.20
10.1,  104.55,21808.52
10.2,  128.37,26757.92
10.3,  110.07,36291.13
10.4,   86.16,39474.30
10.5,   79.46,39526.34
10.6,  100.90,34097.95
10.7,  485.51,26762.84
10.8,  265.14,23766.69
10.9,  123.20,17624.12
11.0,  114.32,27568.06
11.1,  110.55,35914.55
11.2,   79.89,41140.81
11.3,  123.51,36701.27
11.4,  148.47,35419.62
11.5,  168.06,26692.07
11.6,  105.98,22652.14
11.7,   85.69,20972.04
11.8,  143.43,21579.64
11.9,   74.24,41539.77
12.0,   93.33,38647.83
12.1,   92.47,35623.92
12.2,   98.09,36540.79
12.3,  120.63,26194.68
12.4,  121.66,25045.24
12.5,  104.60,20462.54
12.6,  127.11,23277.52
12.7,   87.33,39452.82
12.8,  116.12,39371.55
12.9,   98.27,36337.74
13.0,  150.85,33287.66
13.1,  128.47,28216.05
13.2,  415.99,24568.39
13.3,  102.52,20469.32
13.4,   91.16,25396.30
13.5,   96.87,38723.45
13.6,   94.39,38771.23
13.7,   81.44,35536.82
13.8,  156.67,32449.84
13.9,  126.44,28115.46
14.0,  109.15,24820.88
14.1,   98.71,22997.28
14.2,  101.61,27354.88
14.3,  113.30,35290.23
14.4,  106.56,39029.64
14.5,  166.89,37959.67
14.6,   88.59,28581.96
14.7,  108.09,29902.12
14.8,  402.84,23771.25
14.9,  128.52,24208.50
15.0,  121.97,29770.80
15.1,  122.49,32547.74
15.2,  109.64,41565.44
15.3,  394.69,34141.68
15.4,  104.53,28259.15
15.5,  118.56,28612.09
15.6,   79.53,26690.29
15.7,   98.11,24620.93
15.8,  276.25,29629.54
15.9,  117.54,32761.48
16.0,  110.52,36659.41
16.1,  173.37,37145.96
16.2,  130.01,30224.07
16.3,  125.62,28577.62
16.4,  152.18,24341.01
16.5,  116.13,27822.04
16.6,  102.55,32299.08
16.7,   96.55,30399.96
16.8,  114.60,34437.50
16.9,  129.17,34810.14
17.0,   93.44,31093.49
17.1,  101.63,28269.13
17.2,  106.05,24346.18
17.3,  111.61,29324.89
17.4,  104.32,33200.88
17.5,  114.30,29384.47
17.6,  171.47,34942.52
17.7,  118.47,32980.45
17.8,  112.04,33413.46
17.9,  107.63,25849.88
18.0,   96.51,26614.30
18.1,  128.70,30695.26
18.2,   93.53,32344.98
18.3,  110.73,30542.94
18.4,  143.00,29252.44
18.5,   87.18,36163.73
18.6,  102.24,30852.02
18.7,   83.06,29105.27
18.8,  150.48,25809.24
18.9,  112.24,32187.03
19.0,  123.13,34409.93
19.1,  128.29,29147.55
19.2,  141.96,27470.73
19.3,  150.79,34096.01
19.4,  105.81,32007.15
19.5,  113.67,30744.62
19.6,   83.42,29362.00
19.7,  110.16,29995.90
19.8,  131.11,32737.00
19.9,  101.15,29488.20
20.0,  128.82,28701.06
20.1,   93.61,31412.80
20.2,  123.78,32196.94
20.3,  110.39,30131.69
20.4,  105.90,30424.88
20.5,   92.54,33523.89
20.6,  102.10,31863.56
20.7,  170.53,28556.16
20.8,  132.39,25921.57
20.9,  103.13,30576.52
21.0,  101.47,30786.34
21.1,   95.53,33297.76
21.2,   90.95,31594.30
21.3,  373.10,33688.15
21.4,   94.71,31212.14
21.5,  106.77,27884.64
21.6,   96.97,25104.67
21.7,  101.75,26788.32
21.8,  147.22,35512.90
21.9,  108.46,29642.19
22.0,   98.38,37698.57
22.1,   78.70,35104.02
22.2,  134.81,28711.22
22.3,  162.50,28996.15
22.4,  124.76,23563.09
22.5,  157.21,25303.87
22.6,  102.13,32599.21
22.7,  114.41,34289.64
22.8,  124.56,37707.01
22.9,   67.63,38241.34
23.0,   84.59,29298.75
23.1,   70.71,24618.02
23.2,  327.40,24238.54
23.3,   99.96,23073.27
23.4,   98.60,30873.92
23.5,  120.55,36781.13
23.6,   82.79,39655.37
23.7,   95.40,37830.79
23.8,  196.91,28860.94
23.9,  104.10,25564.68
24.0,   89.04,22154.03
24.1,   83.40,24424.69
24.2,   91.03,28386.88
24.3,   99.39,37234.76
24.4,   95.90,41753.29
24.5,  124.74,36137.66
24.6,   79.97,32061.61
24.7,   73.09,24143.90
24.8,  102.79,20326.04
24.9,   74.02,22232.02
25.0,  136.56,28500.57
25.1,   97.87,38105.21
25.2,   85.96,44155.14
25.3,  188.05,36160.95
25.4,   80.18,31668.23
25.5,  122.42,25625.90
25.6,   74.16,19891.03
25.7,  105.49,21954.63
25.8,  133.24,23519.59
25.9,   86.74,43314.55
26.0,  115.90,39597.49
26.1,  234.24,39205.33
26.2,  101.20,34072.95
26.3,  114.54,24459.03
26.4,  104.83,21354.38
26.5,  108.40,18168.81
26.6,  101.65,27249.03
26.7,   87.73,37255.16
26.8,  137.00,43885.18
26.9,  161.34,40079.45
27.0,  115.78,30438.27
27.1,   84.06,27260.60
27.2,   83.77,20643.87
27.3,  105.25,19717.14
27.4,   89.12,24054.93
27.5,  462.70,36947.61
27.6,   96.37,42412.19
27.7,   97.42,40575.99
27.8,  115.84,34812.67
27.9,   94.62,26268.37
28.0,   67.10,22260.53
28.1,  151.78,18817.06
28.2,   82.22,22887.73
28.3,   76.52,39143.38
28.4,  175.90,37804.80
