,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,16:55:32.167,   20.88,    6.14,   21.35,    6.65,   21.59,    6.20,   20.96,    6.28,   20.93,    6.14,   21.03,    6.37,  126.74,   37.78,     18850,  164.52, 3854.97, 4585.68, 3855.95, 4585.78, 3854.85, 4584.75, 3853.67, 4589.55, 3854.65, 4588.25, 3856.58, 4591.54,23130.68,27525.55,     19460,50656.23,  23257.42,  27563.33,  50820.75
2023-05-25,16:55:32.267,   19.12,    5.73,   19.81,    6.35,   19.88,    5.81,   19.02,    5.81,   19.27,    5.84,   19.38,    5.93,  116.49,   35.48,     18690,  151.97, 3684.43, 4310.99, 3687.58, 4315.10, 3685.30, 4312.66, 3672.39, 4310.01, 3670.80, 4305.97, 3675.13, 4312.08,22075.63,25866.82,     19240,47942.45,  22192.12,  25902.30,  48094.42
2023-05-25,16:55:32.367,   23.18,    6.14,   24.18,    6.79,   24.58,    6.41,   23.28,    6.16,   23.64,    6.37,   23.67,    6.24,  142.52,   38.10,     18640,  180.62, 2889.63, 3418.71, 2891.53, 3419.30, 2889.72, 3418.48, 2875.22, 3412.56, 2876.73, 3413.16, 2877.00, 3413.06,17299.83,20495.27,     18890,37795.11,  17442.35,  20533.38,  37975.73
2023-05-25,16:55:32.467,   27.83,    6.57,   28.60,    6.96,   28.61,    6.52,   27.63,    6.36,   27.89,    6.60,   27.63,    6.41,  168.19,   39.41,     18820,  207.60, 2848.52, 2868.84, 2848.54, 2869.94, 2850.62, 2871.37, 2838.79, 2868.78, 2837.46, 2866.85, 2842.90, 2870.38,17066.82,17216.16,     19070,34282.98,  17235.01,  17255.57,  34490.58
2023-05-25,16:55:32.567,   25.65,    7.29,   26.14,    7.64,   26.48,    7.80,   25.21,    7.21,   25.41,    7.12,   25.50,    7.29,  154.39,   44.35,     18650,  198.74, 3356.54, 3677.13, 3358.88, 3681.47, 3359.96, 3680.77, 3357.47, 3680.58, 3353.66, 3677.80, 3358.36, 3682.39,20144.86,22080.14,     19310,42225.01,  20299.25,  22124.50,  42423.75
2023-05-25,16:55:32.667,   20.68,    4.69,   21.78,    5.12,   21.67,    5.05,   21.40,    4.91,   21.19,    4.73,   21.41,    4.78,  128.13,   29.27,     18650,  157.41, 3768.58, 4480.66, 3770.27, 4482.97, 3768.18, 4479.95, 3764.07, 4487.47, 3762.39, 4485.19, 3765.32, 4487.86,22598.81,26904.10,     18930,49502.91,  22726.95,  26933.38,  49660.32
2023-05-25,16:55:32.768,   24.63,    5.77,   25.35,    6.08,   25.20,    5.81,   24.30,    5.72,   24.61,    5.88,   24.98,    5.75,  149.07,   35.02,     18830,  184.09, 3201.41, 3719.46, 3203.34, 3722.03, 3202.28, 3721.66, 3206.19, 3720.97, 3204.08, 3719.34, 3205.55, 3720.43,19222.85,22323.89,     19030,41546.74,  19371.92,  22358.91,  41730.83
2023-05-25,16:55:32.868,   22.44,    6.56,   22.85,    6.73,   23.07,    6.58,   22.10,    6.31,   22.35,    6.47,   22.53,    6.37,  135.35,   39.02,     18630,  174.36, 2818.25, 3114.36, 2819.04, 3113.69, 2818.19, 3113.64, 2817.29, 3114.05, 2813.71, 3110.01, 2817.59, 3114.23,16904.06,18679.99,     19090,35584.05,  17039.41,  18719.01,  35758.42
2023-05-25,16:55:32.968,   19.05,    4.79,   19.51,    5.02,   20.08,    4.84,   19.15,    4.81,   19.29,    4.89,   19.22,    4.73,  116.30,   29.08,     18826,  145.38, 2794.84, 2899.16, 2795.69, 2900.56, 2796.14, 2902.54, 2788.49, 2904.25, 2785.58, 2898.01, 2787.84, 2903.06,16748.58,17407.57,     19320,34156.16,  16864.89,  17436.65,  34301.54
