time,sock0,sock1
0.1,  140.26,22271.80
0.2,  102.99,32054.24
0.3,   99.08,22196.39
0.4,  167.31,17858.47
0.5,  113.48,32079.26
0.6,  137.69,26764.15
0.7,  106.05,16862.17
0.8,  113.19,29201.77
0.9,   96.54,30988.54
1.0,  128.74,18423.06
1.1,  103.00,19752.47
1.2,  100.40,35023.96
1.3,  100.38,22114.88
1.4,  186.93,20235.87
1.5,  151.42,34145.64
1.6,  126.05,24083.79
1.7,   99.13,16082.40
1.8,  108.69,32727.54
1.9,  104.05,27747.12
2.0,   78.59,16342.15
2.1,  531.97,25439.07
2.2,  105.23,32863.56
2.3,  111.27,18416.48
2.4,   93.06,23961.89
2.5,  100.67,35658.23
2.6,  108.55,20926.37
2.7,  105.99,16354.21
2.8,  131.83,34978.98
2.9,  101.75,25976.68
3.0,  215.31,16065.75
3.1,  123.89,33179.93
3.2,   97.45,28209.91
3.3,   92.51,16487.25
3.4,  106.10,26418.52
3.5,  108.96,31875.46
3.6,   85.42,19696.33
3.7,  128.29,21101.58
3.8,  118.09,34400.83
3.9,   98.59,22581.91
4.0,   80.85,14614.90
4.1,  118.38,33197.95
4.2,  105.20,28747.29
4.3,  103.93,16171.58
4.4,  103.98,27575.10
4.5,  151.44,33029.75
4.6,  154.45,18219.87
4.7,  103.65,26113.47
4.8,  115.96,32950.05
4.9,   93.79,19050.47
5.0,  125.73,21688.36
5.1,  116.95,33301.83
5.2,   94.53,23475.67
5.3,   99.45,17473.68
5.4,  184.91,31687.47
5.5,  415.46,28737.30
5.6,  124.61,16539.55
5.7,  107.74,31792.52
5.8,  132.23,29711.53
5.9,  123.09,17651.95
6.0,  100.82,27220.37
6.1,  200.84,34512.87
6.2,   73.22,16585.20
6.3,  114.48,22610.73
6.4,  117.38,33949.11
6.5,  101.37,21839.14
6.6,   97.33,19789.73
6.7,  116.67,36064.57
6.8,   98.12,23635.44
6.9,   83.51,17624.06
7.0,  109.55,32453.15
7.1,  113.57,28960.38
7.2,   80.42,16891.30
7.3,  102.93,24829.71
7.4,  108.46,31545.42
7.5,   82.04,18939.25
7.6,  154.56,22989.28
7.7,  130.97,34085.66
7.8,  210.95,22382.32
7.9,  102.92,17308.13
8.0,   99.12,30669.62
8.1,  658.92,27905.89
8.2,   87.13,16404.86
8.3,  135.94,32295.25
8.4,  128.82,28257.29
8.5,   84.23,18088.63
8.6,  106.62,22637.22
8.7,  119.23,34976.95
8.8,  111.83,20957.85
8.9,  192.99,21643.84
9.0,  112.26,35619.61
9.1,  139.41,22741.17
9.2,  135.21,21118.77
9.3,  107.04,34054.55
9.4,  113.83,25700.43
9.5,   89.82,17263.54
9.6,  105.63,35249.73
9.7,   99.46,26868.00
9.8,  102.48,16895.51
9.9,  109.83,30097.30
10.0,   99.58,29198.96
10.1,  261.28,18016.37
10.2,   84.94,21290.09
10.3,   97.11,36193.30
10.4,  100.28,20767.66
10.5,  101.91,21677.04
10.6,  142.76,33826.32
10.7,  180.12,24532.48
10.8,   96.53,16253.58
10.9,  106.98,29224.71
11.0,   96.91,30793.17
11.1,  126.13,17545.23
11.2,  102.48,25530.36
11.3,   98.72,34137.04
11.4,   87.47,19558.76
11.5,  116.02,24646.50
11.6,  121.80,35540.91
11.7,   99.25,20836.52
11.8,   92.12,19221.64
11.9,  143.82,34390.39
12.0,  157.72,24540.47
12.1,  142.45,19295.17
12.2,  180.51,35735.39
12.3,  137.31,25707.07
12.4,   94.98,15697.98
12.5,  101.91,31842.75
12.6,  140.66,30545.74
12.7,  122.98,17221.91
12.8,  112.61,25328.23
12.9,  124.10,34257.01
13.0,  131.28,19321.51
13.1,  146.54,21930.16
13.2,  173.67,31983.99
13.3,  114.07,23139.76
13.4,  108.16,18160.87
13.5,  111.23,33346.06
13.6,  100.52,26465.06
13.7,  145.37,16415.81
13.8,  205.59,30954.31
13.9,  146.84,31859.66
14.0,  109.61,17455.27
14.1,  135.57,27045.73
14.2,  114.59,35189.25
14.3,  103.84,18907.45
14.4,  111.84,19010.62
14.5,  103.28,35389.38
14.6,   95.69,21735.09
14.7,  100.42,18701.78
14.8,  115.54,35491.82
14.9,   99.71,25188.22
15.0,   93.77,16707.20
15.1,  130.45,34484.45
15.2,   97.86,27699.17
15.3,  151.71,17048.47
15.4,  107.62,29756.79
15.5,  221.11,32237.02
15.6,  587.27,17298.90
15.7,  118.39,22924.15
15.8,  264.68,35209.12
15.9,  127.54,20671.14
16.0,  117.46,24647.25
16.1,  116.40,33532.34
16.2,  109.12,21935.20
16.3,   98.67,19507.53
16.4,  109.14,33529.40
16.5,   98.09,25354.89
16.6,  103.18,17325.06
16.7,  110.89,33168.46
16.8,  152.01,29762.71
16.9,  134.92,17479.65
17.0,  109.28,31589.71
17.1,  134.04,33183.50
17.2,   86.54,15971.23
17.3,  101.13,24897.30
17.4,  113.28,32062.58
17.5,   92.13,20466.81
17.6,   85.48,19339.22
17.7,  154.69,35317.53
17.8,  116.69,22877.71
17.9,   98.92,19487.56
18.0,   92.01,30665.26
18.1,  135.33,29434.88
18.2,   85.05,15806.98
18.3,  150.46,28139.15
18.4,  184.24,31197.53
18.5,   89.41,17882.29
18.6,  109.09,23396.01
18.7,  155.45,28137.11
18.8,  112.62,23051.12
18.9,  101.05,17047.02
19.0,   94.26,27628.60
19.1,  131.99,23059.02
