,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,18:02:40.724,    8.47,    4.47,    8.73,    4.79,    8.76,    4.70,    8.20,    4.44,    8.43,    4.38,    8.39,    4.51,   50.97,   27.29,     18800,   78.26,  319.14,  296.10,  319.73,  296.95,  319.48,  296.16,  318.89,  295.65,  318.30,  295.92,  319.25,  297.22, 1914.80, 1778.00,     18830, 3692.80,   1965.77,   1805.30,   3771.06
2023-05-25,18:02:40.824,    9.64,    1.93,    9.88,    2.41,   10.09,    2.32,    9.55,    1.96,    9.78,    2.00,    9.61,    2.12,   58.55,   12.74,     18670,   71.30, 1029.92, 1272.70, 1031.26, 1275.21, 1030.03, 1273.98, 1040.38, 1271.66, 1040.32, 1271.03, 1039.68, 1271.17, 6211.60, 7635.75,     18680,13847.35,   6270.15,   7648.49,  13918.65
2023-05-25,18:02:40.925,    8.37,    1.99,    8.68,    2.31,    8.74,    2.21,    8.06,    2.01,    8.45,    1.99,    8.33,    2.08,   50.63,   12.59,     18810,   63.21,  905.61, 1289.02,  905.76, 1289.79,  905.28, 1289.88,  911.89, 1289.28,  912.35, 1289.33,  912.44, 1289.82, 5453.33, 7737.12,     18900,13190.45,   5503.96,   7749.71,  13253.67
2023-05-25,18:02:41.025,    7.88,    2.00,    8.07,    2.38,    8.04,    2.15,    7.42,    1.92,    7.99,    1.99,    7.67,    2.05,   47.08,   12.49,     18620,   59.58,  427.98,  456.76,  428.65,  457.75,  427.15,  456.12,  428.09,  458.15,  428.00,  458.12,  427.61,  456.59, 2567.48, 2743.49,     18670, 5310.97,   2614.56,   2755.99,   5370.54
2023-05-25,18:02:41.139,   53.30,   29.77,   53.12,   28.76,   56.25,   32.83,   52.28,   28.69,   53.84,   31.58,   50.70,   26.95,  319.49,  178.59,     18866,  498.08, 1078.84, 1376.09, 1078.04, 1376.34, 1078.27, 1376.41, 1080.66, 1374.04, 1080.38, 1372.70, 1079.95, 1372.98, 6476.13, 8248.56,     19057,14724.69,   6795.62,   8427.15,  15222.77
2023-05-25,18:02:41.225,   18.87,    6.62,   19.30,    7.07,   19.68,    7.14,   18.88,    6.47,   18.92,    6.58,   19.27,    6.94,  114.92,   40.81,     18630,  155.74,  935.09, 1280.77,  935.04, 1281.65,  934.18, 1279.24,  936.12, 1278.02,  937.30, 1279.84,  937.63, 1280.37, 5615.36, 7679.89,     18800,13295.25,   5730.28,   7720.71,  13450.99
2023-05-25,18:02:41.324,   27.82,   10.99,   28.21,   11.23,   28.13,   11.33,   26.94,   10.70,   27.51,   10.79,   27.18,   11.02,  165.78,   66.06,     18630,  231.85,  506.20,  575.41,  506.82,  576.67,  506.66,  575.51,  503.63,  575.53,  504.48,  577.54,  504.11,  576.34, 3031.91, 3457.00,     18730, 6488.91,   3197.69,   3523.06,   6720.75
2023-05-25,18:02:41.425,   17.89,    9.11,   18.19,    9.64,   18.22,    9.38,   17.33,    9.05,   17.64,    9.09,   17.77,    9.43,  107.04,   55.70,     18820,  162.74,  921.34, 1128.44,  922.45, 1129.62,  921.40, 1128.17,  930.49, 1120.57,  932.10, 1122.51,  931.73, 1122.17, 5559.52, 6751.48,     19090,12311.00,   5666.56,   6807.19,  12473.74
2023-05-25,18:02:41.525,    8.36,    2.15,    8.41,    2.51,    8.78,    2.37,    8.12,    2.14,    8.66,    2.22,    8.42,    2.34,   50.75,   13.73,     18620,   64.48, 1073.00, 1516.46, 1072.11, 1514.29, 1072.30, 1514.31, 1079.72, 1513.27, 1082.51, 1515.64, 1081.07, 1513.64, 6460.71, 9087.60,     18840,15548.31,   6511.46,   9101.33,  15612.79
