time,sock0,sock1
0.1,  246.41,44061.50
0.2,  207.74,49741.78
0.3,  184.65,63343.19
0.4,  212.65,50995.69
0.5,  311.45,39713.10
0.6,  188.61,59101.20
0.7,  199.72,62278.97
0.8,  262.70,46875.72
0.9,  200.83,45073.65
1.0,  220.45,63097.97
1.1,  219.02,53360.48
1.2,  193.39,43018.71
1.3,  200.91,56501.66
1.4,  206.92,62774.73
1.5,  334.38,46018.87
1.6,  196.02,47072.80
1.7,  194.55,59276.63
1.8,  230.24,54701.53
1.9,  174.60,44401.70
2.0,  276.91,51827.68
2.1,  466.06,61329.22
2.2,  227.99,51936.44
2.3,  208.82,42652.64
2.4,  184.91,58753.12
2.5,  173.16,60921.31
2.6,  184.27,45320.68
2.7,  203.55,47879.78
2.8,  184.88,64578.23
2.9,  173.05,53051.27
3.0,  185.26,42730.19
3.1,  220.19,59647.79
3.2,  183.45,60757.41
3.3,  196.13,48588.10
3.4,  189.65,45902.56
3.5,  356.04,60529.09
3.6,  275.39,55603.52
3.7,  200.92,43490.98
3.8,  217.14,57447.91
3.9,  192.72,63259.67
4.0,  220.85,49936.88
4.1,  196.72,40225.88
4.2,  208.63,57609.67
4.3,  360.69,58811.91
4.4,  179.15,45652.49
4.5,  197.03,51907.58
4.6,  207.15,62683.48
4.7,  190.23,51231.02
4.8,  195.53,43707.20
4.9,  215.70,59359.64
5.0,  245.26,59634.67
5.1,  286.02,45052.45
5.2,  198.67,50829.11
5.3,  199.72,59686.97
5.4,  255.65,52326.43
5.5,  240.07,45943.36
5.6,  214.97,57736.81
5.7,  202.88,57496.43
5.8,  181.33,48394.77
5.9,  188.38,50230.02
6.0,  221.15,60515.54
6.1,  193.38,52749.60
6.2,  210.88,45351.78
6.3,  199.43,54035.67
6.4,  203.67,57978.27
6.5,  189.90,52142.65
6.6,  238.85,48768.40
6.7,  238.15,56138.35
6.8,  217.07,54357.80
6.9,  175.82,44996.03
7.0,  213.17,55259.27
7.1,  193.63,57934.00
7.2,  183.18,52497.20
7.3,  200.42,49819.84
7.4,  237.14,53877.09
7.5,  227.00,54442.04
7.6,  188.64,48947.30
7.7,  200.54,56384.09
7.8,  231.96,52855.01
7.9,  181.67,50111.64
8.0,  208.20,53880.27
8.1,  187.42,53768.24
8.2,  495.82,51906.46
8.3,  229.06,48475.10
8.4,  180.33,53026.98
8.5,  259.50,55883.50
8.6,  306.35,51271.04
8.7,  202.25,50991.73
8.8,  221.87,54489.51
8.9,  206.55,49542.55
9.0,  225.83,53554.52
9.1,  201.98,56909.43
9.2,  197.82,53129.30
9.3,  220.09,52409.50
9.4,  223.22,53342.88
9.5,  259.20,56177.39
9.6,  190.65,48229.32
9.7,  231.99,53578.07
9.8,  259.94,58766.63
9.9,  182.63,52491.03
10.0,  219.63,47951.34
10.1,  195.19,57141.02
10.2,  181.92,58193.67
10.3,  195.59,48959.57
10.4,  204.82,51749.59
10.5,  215.32,62379.21
10.6,  195.02,50988.20
10.7,  215.14,48305.52
10.8,  199.73,57231.46
10.9,  182.23,57797.68
11.0,  232.43,48097.05
11.1,  188.44,48796.15
11.2,  200.66,59817.88
11.3,  281.16,54384.51
11.4,  182.95,44316.55
11.5,  217.63,52418.89
11.6,  191.46,59837.02
11.7,  192.82,47549.07
11.8,  217.14,47635.32
11.9,  184.30,59306.45
12.0,  208.46,57881.09
12.1,  206.27,46293.45
12.2,  219.43,53938.20
12.3,  237.65,58270.52
12.4,  235.00,48110.89
12.5,  196.14,46794.79
12.6,  202.33,60439.08
12.7,  183.17,54890.38
12.8,  253.58,45164.14
12.9,  210.11,53011.69
13.0,  436.75,59281.56
13.1,  178.76,50173.16
13.2,  188.71,48602.95
13.3,  213.75,59661.41
13.4,  186.11,58569.95
13.5,  243.84,46266.35
13.6,  217.11,52664.04
13.7,  324.11,60012.29
13.8,  194.56,49696.98
13.9,  200.53,47850.19
14.0,  207.85,57192.01
14.1,  175.14,58930.81
14.2,  187.95,43874.84
14.3,  178.42,48857.60
14.4,  253.96,60202.32
14.5,  187.15,52496.98
14.6,  208.91,47941.48
14.7,  207.37,54508.84
14.8,  179.86,58085.71
14.9,  200.64,48317.20
15.0,  219.01,48043.41
15.1,  196.62,59535.91
15.2,  209.78,53100.22
15.3,  219.68,45365.49
15.4,  207.93,54308.87
15.5,  232.62,58288.47
15.6,  197.98,49634.15
15.7,  199.25,45673.21
15.8,  216.26,60972.30
15.9,  274.71,56729.03
16.0,  220.63,47716.28
16.1,  197.24,53231.47
16.2,  196.90,55949.39
16.3,  205.96,51564.19
16.4,  183.77,44961.91
16.5,  183.20,58911.75
16.6,  189.48,57205.02
16.7,  180.60,47573.11
16.8,  206.18,53056.48
16.9,  188.66,59319.14
17.0,  217.59,48077.29
17.1,  201.62,45769.36
17.2,  200.43,62021.57
17.3,  220.50,52042.82
17.4,  246.24,50059.34
17.5,  441.38,53265.93
17.6,  235.94,59216.46
17.7,  190.84,49714.75
17.8,  244.53,47584.94
17.9,  205.69,60124.09
18.0,  214.00,52911.71
18.1,  207.72,50102.84
18.2,  255.22,54747.70
18.3,  197.43,60683.45
18.4,  190.74,47261.23
18.5,  218.10,49440.63
18.6,  392.96,62075.73
18.7,  193.45,51744.16
18.8,  218.79,45606.21
18.9,  202.17,53537.35
19.0,  284.57,58675.29
19.1,  198.28,45092.80
19.2,  241.54,47712.55
19.3,  473.22,62104.43
19.4,  183.62,56816.57
19.5,  253.84,44231.45
19.6,  194.77,52382.20
19.7,  213.44,59455.68
19.8,  198.27,47318.70
19.9,  180.82,44787.83
20.0,  204.53,59999.09
20.1,  163.48,59088.14
20.2,  264.93,44563.82
20.3,  189.17,53032.62
20.4,  195.34,62306.73
20.5,  253.63,50467.54
20.6,  225.52,44923.88
20.7,  205.91,59485.87
20.8,  192.92,59448.67
20.9,  180.97,44016.92
21.0,  203.12,49299.12
21.1,  201.26,63665.20
21.2,  173.99,52873.89
21.3,  201.99,46237.68
21.4,  218.52,56192.27
21.5,  211.34,59150.88
21.6,  175.40,45616.06
21.7,  199.54,47902.27
21.8,  182.76,64653.25
21.9,  179.09,55997.19
22.0,  207.98,46172.71
22.1,  277.23,55417.79
22.2,  207.44,59185.25
22.3,  185.90,44695.14
22.4,  205.58,43322.12
22.5,  208.33,62149.30
22.6,  171.74,57541.78
22.7,  186.04,42972.09
22.8,  189.57,51383.59
22.9,  173.05,63666.47
23.0,  205.05,48559.63
23.1,  193.71,39993.24
23.2,  222.49,61076.45
23.3,  208.93,60188.80
23.4,  253.68,44366.00
23.5,  214.78,49595.49
23.6,  260.88,63806.09
23.7,  234.07,54057.79
23.8,  208.89,40457.73
23.9,  191.62,55440.35
24.0,  484.17,63474.73
24.1,  206.77,45756.86
24.2,  201.67,43357.14
24.3,  180.97,63236.25
24.4,  211.34,57216.93
24.5,  214.93,40773.38
24.6,  234.16,52546.64
24.7,  193.84,63768.71
24.8,  205.83,49470.95
24.9,  197.42,43798.50
25.0,  209.62,58629.79
25.1,  215.33,60454.12
25.2,  305.75,42960.21
25.3,  199.63,48569.37
25.4,  201.68,62263.59
25.5,  231.31,55978.64
25.6,  206.86,44564.70
25.7,  187.51,53772.02
25.8,  173.71,58686.21
25.9,  181.80,46765.00
26.0,  211.93,48506.02
26.1,  198.64,57641.44
26.2,  214.74,56976.10
26.3,  193.58,46342.73
26.4,  183.22,50021.06
26.5,  191.85,57492.31
26.6,  196.30,51150.18
26.7,  301.55,48756.98
26.8,  208.22,55327.99
26.9,  182.07,58220.15
27.0,  227.59,49835.50
