,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,16:19:15.777,   20.52,    3.57,   20.22,    3.86,   19.97,    3.62,   19.42,    3.64,   20.19,    3.59,   20.03,    3.77,  120.35,   22.06,     18640,  142.41, 4647.19, 5031.25, 4647.09, 5030.27, 4646.69, 5028.80, 4635.66, 5019.85, 4637.00, 5023.40, 4637.72, 5023.25,27851.36,30156.81,     19510,58008.16,  27971.71,  30178.86,  58150.57
2023-05-25,16:19:15.876,   17.69,    3.09,   17.54,    3.42,   17.05,    3.17,   16.66,    3.18,   17.30,    3.02,   17.13,    3.37,  103.38,   19.25,     18826,  122.63, 5017.10, 5705.80, 5016.12, 5703.47, 5016.83, 5705.22, 5015.18, 5706.95, 5015.69, 5707.39, 5015.73, 5704.36,30096.65,34233.19,     19583,64329.84,  30200.04,  34252.43,  64452.47
2023-05-25,16:19:15.976,   13.62,    2.09,   13.82,    2.39,   13.38,    2.23,   13.15,    2.22,   13.58,    2.12,   13.51,    2.29,   81.05,   13.34,     18640,   94.39, 5227.11, 6149.76, 5226.34, 6145.64, 5228.98, 6150.15, 5223.11, 6150.07, 5222.61, 6151.34, 5221.53, 6147.17,31349.68,36894.12,     19950,68243.80,  31430.73,  36907.46,  68338.19
2023-05-25,16:19:16.076,   17.34,    4.06,   16.71,    4.17,   16.59,    4.15,   15.82,    3.90,   17.01,    4.03,   16.73,    4.08,  100.20,   24.40,     18650,  124.60, 5079.75, 5806.40, 5076.89, 5799.83, 5080.29, 5804.01, 5077.01, 5803.62, 5077.14, 5805.50, 5074.24, 5800.52,30465.33,34819.89,     19170,65285.21,  30565.53,  34844.29,  65409.82
2023-05-25,16:19:16.176,   17.21,    3.23,   16.71,    3.50,   16.56,    3.37,   15.93,    3.27,   17.01,    3.30,   16.77,    3.46,  100.19,   20.12,     18846,  120.31, 4811.54, 5337.19, 4813.81, 5335.44, 4815.34, 5335.87, 4808.16, 5331.91, 4809.16, 5333.29, 4809.48, 5331.54,28867.48,32005.24,     20027,60872.72,  28967.68,  32025.36,  60993.04
2023-05-25,16:19:16.276,   16.11,    2.43,   15.80,    2.60,   15.80,    2.56,   15.04,    2.39,   15.96,    2.50,   15.87,    2.52,   94.58,   15.01,     18660,  109.59, 4542.48, 5038.10, 4543.78, 5039.64, 4543.08, 5037.88, 4539.32, 5033.70, 4540.46, 5035.25, 4540.10, 5033.07,27249.21,30217.64,     19380,57466.86,  27343.79,  30232.65,  57576.44
2023-05-25,16:19:16.376,   12.88,    2.17,   12.40,    2.40,   12.24,    2.25,   11.74,    2.21,   12.54,    2.32,   12.41,    2.29,   74.22,   13.65,     18640,   87.87, 4328.60, 4692.37, 4329.90, 4692.17, 4330.00, 4690.60, 4327.45, 4682.93, 4326.25, 4682.06, 4327.78, 4682.54,25969.98,28122.67,     19520,54092.65,  26044.20,  28136.32,  54180.52
2023-05-25,16:19:16.476,   27.46,   11.96,   26.80,   12.27,   27.09,   12.19,   25.98,   12.05,   26.82,   12.09,   27.10,   12.76,  161.26,   73.32,     18826,  234.57, 4361.43, 4627.86, 4363.94, 4628.31, 4362.27, 4626.30, 4359.56, 4620.11, 4361.44, 4620.50, 4362.33, 4620.46,26170.97,27743.54,     19311,53914.51,  26332.23,  27816.86,  54149.09
2023-05-25,16:19:16.576,   17.29,    3.94,   16.77,    4.23,   16.49,    4.08,   16.14,    4.07,   16.97,    4.07,   17.06,    4.15,  100.72,   24.54,     18640,  125.26, 4103.23, 3991.55, 4106.49, 3992.02, 4105.67, 3991.52, 4111.36, 3990.45, 4111.04, 3992.20, 4113.97, 3992.37,24651.77,23950.11,     19030,48601.88,  24752.49,  23974.64,  48727.13
2023-05-25,16:19:16.677,   24.04,    6.34,   23.15,    5.97,   22.82,    5.88,   22.43,    5.82,   23.12,    5.72,   23.92,    7.09,  139.49,   36.81,     18650,  176.30, 4645.95, 4904.96, 4644.90, 4903.07, 4645.67, 4902.61, 4632.42, 4892.60, 4634.78, 4895.13, 4633.66, 4894.29,27837.38,29392.67,     19390,57230.05,  27976.87,  29429.48,  57406.35
