,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,18:11:38.150,   30.67,    8.10,   31.90,    9.05,   32.03,    8.50,   31.60,    8.34,   31.19,    8.45,   31.46,    8.84,  188.84,   51.28,     19100,  240.13, 3795.01, 4613.04, 3796.48, 4616.17, 3796.55, 4614.16, 3808.90, 4612.04, 3805.74, 4608.74, 3807.84, 4611.20,22810.52,27675.34,     19960,50485.86,  22999.36,  27726.62,  50725.98
2023-05-25,18:11:38.250,   37.64,   11.93,   37.31,   12.24,   37.55,   11.80,   36.07,   11.18,   36.95,   11.91,   36.89,   12.05,  222.41,   71.11,     18710,  293.52, 3212.34, 4205.43, 3216.30, 4209.22, 3213.14, 4205.24, 3223.17, 4203.09, 3221.63, 4199.98, 3221.90, 4200.58,19308.48,25223.54,     19230,44532.01,  19530.89,  25294.65,  44825.54
2023-05-25,18:11:38.350,   30.69,    8.91,   30.77,    9.31,   31.13,    8.97,   29.56,    8.45,   30.02,    9.05,   30.07,    9.01,  182.23,   53.69,     18650,  235.92, 2153.03, 2460.35, 2154.32, 2461.64, 2154.02, 2462.73, 2150.01, 2460.38, 2146.56, 2456.84, 2145.59, 2454.47,12903.53,14756.40,     19030,27659.93,  13085.76,  14810.09,  27895.85
2023-05-25,18:11:38.450,   39.78,   19.70,   39.62,   19.55,   39.99,   19.07,   37.85,   18.66,   38.37,   19.14,   38.98,   20.44,  234.59,  116.56,     18826,  351.16, 3186.94, 3760.45, 3188.14, 3761.73, 3190.61, 3764.52, 3198.42, 3756.90, 3196.85, 3756.56, 3198.26, 3758.14,19159.23,22558.30,     19341,41717.53,  19393.82,  22674.86,  42068.68
2023-05-25,18:11:38.549,   21.17,    4.35,   21.79,    5.08,   22.18,    4.52,   21.38,    4.63,   21.27,    4.78,   21.00,    4.78,  128.80,   28.15,     18640,  156.95, 3587.14, 4669.51, 3588.19, 4671.95, 3589.05, 4671.45, 3602.51, 4657.28, 3601.20, 4656.24, 3602.14, 4657.72,21570.22,27984.15,     19110,49554.37,  21699.02,  28012.30,  49711.32
2023-05-25,18:11:38.649,   23.17,    5.81,   23.54,    6.55,   24.02,    5.96,   22.65,    5.86,   22.92,    6.11,   22.71,    6.29,  139.02,   36.59,     18640,  175.60, 2328.38, 2913.52, 2329.07, 2913.99, 2330.53, 2916.63, 2323.96, 2905.65, 2321.39, 2902.86, 2322.13, 2903.75,13955.46,17456.40,     18830,31411.86,  14094.47,  17492.99,  31587.46
2023-05-25,18:11:38.750,   22.34,    4.48,   23.10,    5.31,   23.22,    4.80,   22.36,    4.74,   22.64,    4.93,   22.08,    4.87,  135.74,   29.13,     18820,  164.88, 2839.06, 3307.05, 2840.55, 3309.23, 2839.80, 3308.56, 2851.22, 3314.58, 2849.96, 3312.01, 2852.12, 3315.07,17072.71,19866.50,     19350,36939.21,  17208.45,  19895.63,  37104.09
2023-05-25,18:11:38.850,   23.56,    6.37,   24.31,    7.32,   24.91,    6.80,   23.66,    6.90,   24.05,    7.03,   23.48,    6.92,  143.97,   41.33,     18650,  185.31, 3612.24, 4487.29, 3614.78, 4491.76, 3614.97, 4491.00, 3624.96, 4486.33, 3622.59, 4484.79, 3626.32, 4489.81,21715.86,26930.96,     19330,48646.82,  21859.83,  26972.30,  48832.13
2023-05-25,18:11:38.950,   30.31,    7.86,   30.72,    8.85,   31.12,    8.07,   29.51,    7.94,   29.92,    8.18,   29.85,    8.42,  181.43,   49.30,     18690,  230.73, 2736.94, 3540.81, 2739.62, 3545.25, 2737.89, 3544.73, 2729.40, 3528.27, 2730.86, 3529.58, 2731.47, 3531.25,16406.19,21219.90,     19280,37626.09,  16587.62,  21269.20,  37856.82
2023-05-25,18:11:39.051,   28.44,    6.98,   29.10,    7.75,   29.51,    7.38,   28.46,    7.21,   28.45,    7.28,   28.10,    7.27,  172.05,   43.88,     18820,  215.93, 2455.32, 2837.65, 2456.02, 2837.75, 2457.28, 2840.68, 2459.24, 2833.45, 2458.22, 2830.47, 2459.31, 2832.04,14745.39,17012.03,     19090,31757.41,  14917.44,  17055.91,  31973.35
2023-05-25,18:11:39.151,   17.47,    3.46,   18.38,    4.23,   18.65,    3.74,   18.28,    3.88,   17.86,    3.97,   17.68,    3.96,  108.33,   23.23,     18640,  131.56, 3448.11, 4150.35, 3449.17, 4150.61, 3449.23, 4150.29, 3452.64, 4149.03, 3450.66, 4148.02, 3452.73, 4149.62,20702.53,24897.93,     19170,45600.47,  20810.86,  24921.17,  45732.03
2023-05-25,18:11:39.251,   21.41,    4.08,   22.32,    4.90,   22.40,    4.39,   21.49,    4.42,   21.25,    4.59,   20.96,    4.50,  129.84,   26.88,     18826,  156.72, 3235.14, 4257.04, 3236.05, 4261.64, 3233.17, 4256.77, 3235.23, 4245.71, 3236.75, 4249.01, 3237.68, 4250.74,19414.03,25520.90,     19775,44934.93,  19543.86,  25547.79,  45091.65
