.1,7.67578
.2,26.9727
.3,46.7422
.4,64.7188
.5,79.9609
.6,99.0977
.7,118.715
.8,132.043
.9,150.535
1.0,157.57
1.1,166.023
1.2,173.23
1.3,181.504
1.4,190.57
1.5,199.168
1.6,207.758
1.7,214.773
1.8,220.801
1.9,230.645
2.0,236.949
2.1,276.418
2.2,326.434
2.3,377.48
2.4,428.926
2.5,468.629
2.6,468.629
2.7,468.629
2.8,468.629
2.9,468.629
3.0,468.629
3.1,468.629
3.2,468.629
3.3,468.629
3.4,509.105
3.5,531.066
3.6,535.871
3.7,554.656
3.8,601.223
3.9,645.309
4.0,661.293
4.1,702.027
4.2,733.488
4.3,733.488
4.4,738.773
4.5,740.805
4.6,740.988
4.7,744.801
4.8,744.672
4.9,744.672
5.0,744.648
5.1,744.648
5.2,744.859
5.3,744.672
5.4,744.672
5.5,744.648
5.6,744.648
5.7,744.648
5.8,744.648
5.9,744.648
6.0,744.648
6.1,744.648
6.2,744.648
6.3,744.648
6.4,744.648
6.5,744.648
6.6,744.648
6.7,744.648
6.8,744.648
6.9,744.648
7.0,744.648
7.1,744.648
7.2,744.648
7.3,744.648
7.4,744.648
7.5,744.648
7.6,744.648
7.7,744.648
7.8,744.648
7.9,744.648
8.0,744.648
8.1,744.648
8.2,744.648
8.3,744.648
8.4,744.648
8.5,744.648
8.6,744.648
8.7,744.648
8.8,744.648
8.9,744.648
9.0,744.648
9.1,744.648
9.2,744.648
9.3,744.648
9.4,744.648
9.5,744.648
9.6,744.648
9.7,744.648
9.8,744.648
9.9,744.648
10.0,744.648
10.1,744.648
10.2,744.648
10.3,744.648
10.4,744.648
10.5,744.648
10.6,744.648
10.7,744.648
10.8,744.648
10.9,744.648
11.0,744.648
11.1,744.648
11.2,744.648
11.3,744.648
11.4,744.648
11.5,744.648
11.6,744.648
11.7,744.648
11.8,744.648
11.9,744.648
12.0,744.648
12.1,744.648
12.2,744.648
12.3,744.648
12.4,744.648
12.5,744.648
12.6,744.648
12.7,744.648
12.8,744.648
12.9,744.648
13.0,744.648
13.1,744.648
13.2,744.648
13.3,744.648
13.4,744.648
13.5,744.648
13.6,744.648
13.7,744.648
13.8,744.648
13.9,744.648
14.0,744.648
14.1,744.648
14.2,744.648
14.3,744.648
14.4,744.648
14.5,744.648
14.6,744.648
14.7,744.648
14.8,744.648
14.9,744.648
15.0,744.648
15.1,744.648
15.2,744.648
15.3,744.648
15.4,744.648
15.5,744.648
15.6,744.648
15.7,744.648
15.8,744.648
15.9,744.648
16.0,744.648
16.1,744.648
16.2,744.648
16.3,744.648
16.4,744.648
16.5,744.648
16.6,744.648
16.7,744.648
16.8,744.648
16.9,744.648
17.0,744.648
17.1,744.648
17.2,744.648
17.3,744.648
17.4,744.648
17.5,744.648
17.6,744.648
17.7,744.648
17.8,744.648
17.9,744.648
18.0,744.648
18.1,744.648
18.2,744.648
18.3,744.648
18.4,744.648
18.5,744.648
18.6,744.648
18.7,744.648
18.8,744.648
18.9,744.648
19.0,744.648
19.1,744.648
19.2,744.648
19.3,744.648
19.4,744.648
19.5,744.648
19.6,744.648
19.7,744.648
19.8,744.648
19.9,744.648
20.0,744.648
20.1,744.648
20.2,744.648
20.3,744.648
20.4,744.648
20.5,744.648
20.6,744.648
20.7,744.648
20.8,744.648
20.9,744.648
21.0,744.648
21.1,744.648
21.2,744.648
21.3,744.648
21.4,744.648
21.5,744.648
21.6,744.648
21.7,744.648
21.8,744.648
21.9,744.648
22.0,744.648
22.1,744.648
22.2,744.648
22.3,744.648
22.4,744.648
22.5,744.648
22.6,744.648
22.7,744.648
22.8,744.648
22.9,744.648
23.0,744.648
23.1,744.648
23.2,744.648
23.3,744.648
23.4,744.648
23.5,744.648
23.6,744.648
23.7,744.648
23.8,744.648
23.9,744.648
24.0,744.648
24.1,744.648
24.2,744.648
24.3,744.648
24.4,744.648
24.5,744.648
24.6,744.648
24.7,744.648
24.8,744.648
24.9,744.648
25.0,744.648
25.1,744.648
25.2,744.648
25.3,744.648
25.4,744.648
25.5,744.648
25.6,744.648
25.7,744.648
25.8,744.648
25.9,744.648
26.0,744.648
26.1,744.648
26.2,744.648
26.3,744.648
26.4,744.648
26.5,744.648
26.6,744.648
26.7,744.648
26.8,744.648
26.9,744.648
27.0,744.648
27.1,744.648
27.2,744.648
27.3,744.648
27.4,744.648
27.5,744.648
27.6,744.648
27.7,744.648
27.8,744.648
27.9,744.648
28.0,744.648
28.1,744.648
28.2,744.648
28.3,744.648
28.4,744.648
28.5,744.648
28.6,744.648
28.7,744.648
28.8,744.648
28.9,744.648
29.0,744.648
29.1,744.648
29.2,744.648
29.3,744.648
29.4,744.648
29.5,744.648
29.6,744.648
29.7,744.648
29.8,744.648
29.9,744.648
30.0,744.648
30.1,744.648
30.2,744.648
30.3,744.648
30.4,744.648
30.5,744.648
30.6,744.648
30.7,744.648
30.8,744.648
30.9,744.648
31.0,744.648
31.1,744.648
31.2,744.648
31.3,744.648
31.4,744.648
31.5,744.648
31.6,744.648
31.7,744.648
31.8,744.648
31.9,744.648
32.0,744.648
32.1,744.648
32.2,744.648
32.3,744.648
32.4,744.648
32.5,744.648
32.6,744.648
32.7,744.648
32.8,744.648
32.9,744.648
33.0,744.648
33.1,744.648
33.2,744.648
33.3,744.648
33.4,744.648
33.5,744.648
33.6,744.648
33.7,744.648
33.8,744.648
33.9,744.648
34.0,744.648
34.1,744.648
34.2,744.648
34.3,744.648
34.4,744.648
34.5,744.648
34.6,744.648
34.7,744.648
34.8,744.648
34.9,744.648
35.0,744.648
35.1,744.648
35.2,744.648
35.3,744.648
35.4,744.648
35.5,744.648
35.6,744.648
35.7,744.648
35.8,744.648
35.9,744.648
36.0,744.648
36.1,744.648
36.2,744.648
36.3,744.648
36.4,744.648
36.5,744.648
36.6,744.648
36.7,744.648
36.8,744.648
36.9,744.648
37.0,744.648
37.1,744.648
37.2,744.648
37.3,744.648
37.4,744.648
37.5,744.648
37.6,744.648
37.7,744.648
37.8,744.648
37.9,744.648
38.0,744.648
38.1,744.648
38.2,744.648
38.3,744.648
38.4,744.648
38.5,744.648
38.6,744.648
38.7,744.648
38.8,744.648
38.9,744.648
39.0,744.648
39.1,744.648
39.2,744.648
39.3,744.648
39.4,744.648
39.5,744.648
39.6,744.648
39.7,744.648
39.8,744.648
39.9,604.852
40.0,603.379
40.1,603.379
40.2,599.188
40.3,0
