time,sock0,sock1
22.8,   31.22,   35.14
22.9,  104.41,  156.42
23.0,  117.20,  131.84
23.1,  168.14,  187.72
23.2,   35.69,   44.25
23.3,  106.38,  140.03
23.4,  119.20,  133.82
23.5,   99.56,  123.13
23.6,   59.80,  112.70
23.7,   90.10,   97.78
23.8,  159.71,  155.53
23.9,  110.88,  156.74
24.0,   66.67,  106.35
24.1,  103.55,   99.85
24.2,  222.55,  321.60
24.3,  159.61,  209.48
24.4,   75.51,   87.58
24.5,  120.56,  152.95
24.6,  115.58,  172.65
24.7,   94.72,  100.78
24.8,   39.67,   64.13
24.9,  104.51,  153.02
25.0,  144.31,  184.65
25.1,  185.83,  226.56
25.2,   29.19,   29.19
25.3,   97.43,   98.65
25.4,  106.98,  130.73
25.5,   97.32,  130.52
25.6,   49.94,   96.48
25.7,  448.87,  517.81
25.8,  170.07,  179.77
25.9,  143.42,  161.90
26.0,   50.93,   78.22
26.1,  113.00,  107.30
26.2,   96.47,  122.12
26.3,  141.50,  175.04
26.4,   53.85,   86.74
26.5,   84.29,  103.17
26.6,  122.79,  156.08
26.7,   89.47,  108.76
26.8,   46.54,   63.88
26.9,   94.86,  219.53
27.0,  107.63,  134.34
27.1,  197.90,  230.96
27.2,   61.41,   71.24
27.3,   75.72,   86.84
27.4,   84.35,   97.20
27.5,  103.84,  124.79
27.6,   83.65,  121.49
27.7,   63.75,   64.18
27.8,   90.16,  118.46
27.9,   80.97,  106.61
28.0,  110.35,  103.18
28.1,  116.15,  172.18
28.2,   99.19,  121.42
28.3,  308.77,  411.69
28.4,   83.52,   98.18
28.5,   72.71,  101.34
28.6,  113.29,  159.29
28.7,   99.33,  110.08
28.8,   54.74,   60.12
28.9,  274.53,  345.46
29.0,  146.59,  171.69
29.1,  183.48,  217.58
29.2,   65.54,   63.36
29.3,  106.62,  145.54
29.4,  164.68,  167.59
29.5,  115.26,  125.72
29.6,   85.13,  115.00
29.7,   59.91,   75.81
29.8,   91.37,  104.43
29.9,   98.77,  129.37
30.0,  116.69,  125.32
30.1,   76.14,   87.80
30.2,   86.74,   91.87
30.3,  146.18,  187.96
30.4,   98.31,  108.23
30.5,   64.45,   97.04
30.6,  112.70,  150.81
30.7,   87.59,  106.09
30.8,   87.61,  114.55
30.9,  103.85,  143.81
31.0,  112.35,  121.50
31.1,  173.47,  199.42
31.2,  148.81,  190.38
31.3,   54.02,   83.55
31.4,  122.63,  151.66
31.5,  121.37,  135.81
31.6,  115.86,  153.55
31.7,   64.87,   95.14
31.8,   97.11,  100.86
31.9,   93.26,  119.20
32.0,   93.31,  232.70
32.1,   83.01,  497.23
32.2,   86.22,  100.98
32.3,  138.04,  194.41
32.4,   93.36,  122.41
32.5,   48.95,   95.48
32.6,  114.04,  145.40
32.7,   97.98,  133.52
32.8,   85.51,   88.61
32.9,   39.79,   70.62
33.0,  114.64,  127.81
33.1,  168.09,  204.91
33.2,   99.40,  103.33
33.3,  166.44,  267.14
33.4,  150.87,  159.86
33.5,  127.51,  161.34
33.6,  112.63,  133.64
33.7,   30.71,   43.27
33.8,   83.85,   87.68
33.9,   98.00,  153.17
34.0,  129.36,  183.27
34.1,   37.21,   57.05
34.2,  126.85,  162.14
34.3,  149.22,  188.28
34.4,  129.43,  136.34
34.5,   41.92,   86.07
34.6,  103.03,  130.32
34.7,  115.05,  199.14
34.8,  118.42,  238.74
