.1,7.71094
.2,20.1523
.3,30.75
.4,41.4609
.5,44.5938
.6,47.4062
.7,49.7188
.8,52.2891
.9,54.6055
1.0,55.3789
1.1,55.3789
1.2,55.3789
1.3,55.3789
1.4,55.3789
1.5,55.3789
1.6,55.3789
1.7,55.3789
1.8,55.3789
1.9,55.3789
2.0,55.3789
2.1,55.3789
2.2,55.3789
2.3,55.3789
2.4,87.1953
2.5,132.828
2.6,176.914
2.7,221.516
2.8,266.891
2.9,314.328
3.0,360.992
3.1,406.367
3.2,450.195
3.3,495.055
3.4,540.688
3.5,587.867
3.6,657.02
3.7,782.316
3.8,909.934
3.9,1037.81
4.0,1168.26
4.1,1181.93
4.2,1181.93
4.3,1181.93
4.4,1181.93
4.5,1181.93
4.6,1181.93
4.7,1308.88
4.8,1440.88
4.9,1572.11
5.0,1702.04
5.1,1182.12
5.2,1182.12
5.3,1182.12
5.4,1182.12
5.5,1182.12
5.6,1182.12
5.7,815.02
5.8,719.941
5.9,792.645
6.0,865.605
6.1,938.824
6.2,1011.79
6.3,1085.78
6.4,1160.03
6.5,1181.94
6.6,1181.94
6.7,1181.94
6.8,1181.94
6.9,1181.94
7.0,1181.94
7.1,1190.45
7.2,1313.94
7.3,1440.01
7.4,1565.31
7.5,1690.86
7.6,1183.11
7.7,1183.11
7.8,1183.11
7.9,1183.11
8.0,1183.11
8.1,1183.11
8.2,1197.29
8.3,1300.15
8.4,1373.63
8.5,1447.36
8.6,1520.58
8.7,1593.8
8.8,1667.02
8.9,1738.95
9.0,1742.82
9.1,1742.82
9.2,1742.82
9.3,1742.82
9.4,1742.82
9.5,1742.82
9.6,909.48
9.7,625.91
9.8,633.387
9.9,640.863
10.0,648.34
10.1,655.816
10.2,663.293
10.3,670.77
10.4,678.246
10.5,685.723
10.6,693.457
10.7,700.934
10.8,708.41
10.9,715.887
11.0,723.363
11.1,730.84
11.2,738.316
11.3,745.793
11.4,753.27
11.5,760.746
11.6,768.223
11.7,775.699
11.8,783.176
11.9,790.652
12.0,798.387
12.1,805.863
12.2,813.34
12.3,820.816
12.4,828.293
12.5,835.77
12.6,843.246
12.7,850.723
12.8,858.199
12.9,865.676
13.0,873.152
13.1,880.629
13.2,888.105
13.3,895.582
13.4,903.059
13.5,910.535
13.6,918.012
13.7,925.746
13.8,933.223
13.9,940.699
14.0,948.176
14.1,955.652
14.2,963.129
14.3,970.605
14.4,978.082
14.5,985.559
14.6,993.035
14.7,1000.25
14.8,1007.73
14.9,1015.21
15.0,1022.94
15.1,1030.42
15.2,1037.89
15.3,1045.37
15.4,1052.85
15.5,1060.32
15.6,1067.8
15.7,1075.28
15.8,1082.75
15.9,1090.23
16.0,1097.71
16.1,1105.18
16.2,1112.66
16.3,1120.14
16.4,1127.61
16.5,1135.09
16.6,1142.57
16.7,1150.04
16.8,1157.52
16.9,1165.25
17.0,1172.73
17.1,1179.95
17.2,1181.75
17.3,1181.75
17.4,1181.75
17.5,1181.75
17.6,1181.75
17.7,1185.62
17.8,1200.06
17.9,1214.24
18.0,1228.68
18.1,1243.11
18.2,1257.81
18.3,1272.5
18.4,1287.2
18.5,1302.41
18.6,1317.36
18.7,1332.57
18.8,1347.79
18.9,1362.74
19.0,1377.69
19.1,1392.9
19.2,1408.37
19.3,1423.84
19.4,1439.05
19.5,1454.26
19.6,1468.96
19.7,1482.88
19.8,1497.32
19.9,1511.75
20.0,1526.19
20.1,1540.63
20.2,1555.58
20.3,1570.54
20.4,1585.49
20.5,1600.44
20.6,1615.65
20.7,1630.86
20.8,1646.07
20.9,1661.29
21.0,1676.5
21.1,1691.71
21.2,1706.92
21.3,1722.13
21.4,1737.34
21.5,1742.75
21.6,1742.75
21.7,1742.75
21.8,1742.75
21.9,1742.75
22.0,1742.75
22.1,1742.75
22.2,1742.75
22.3,1742.75
22.4,1742.75
22.5,1742.75
22.6,1742.75
22.7,1742.75
22.8,1742.75
22.9,1742.75
23.0,1742.75
23.1,1742.75
23.2,1742.75
23.3,1742.75
23.4,1742.75
23.5,1742.75
23.6,1742.75
23.7,1742.75
23.8,1742.75
23.9,1742.75
24.0,1742.75
24.1,1742.75
24.2,1742.75
24.3,1742.75
24.4,1742.75
24.5,1742.75
24.6,1742.75
24.7,1742.75
24.8,1742.75
24.9,1742.75
25.0,1742.75
25.1,1401.94
25.2,1181.9
25.3,1181.9
25.4,1181.9
25.5,1181.9
25.6,1181.9
25.7,1181.9
25.8,621.586
25.9,681.398
26.0,743.531
26.1,760.547
26.2,760.547
26.3,760.547
26.4,760.547
26.5,632.742
26.6,632.742
26.7,169.875
26.8,67.8125
