,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-03-03,18:22:37.415,   44.32,    5.83,   44.43,    5.89,   44.26,    5.36,,,,,,,  133.01,   17.08,     18740,  150.08,   52.38,   61.47,   52.35,   61.83,   52.30,   61.49,,,,,,,  157.03,  184.79,     18750,  341.82,    290.04,    201.87,    491.90
2023-03-03,18:22:37.516,   21.61,    3.71,   21.75,    3.80,   21.49,    3.19,,,,,,,   64.86,   10.70,     18920,   75.56,   62.38,   70.23,   62.34,   70.58,   62.35,   70.44,,,,,,,  187.08,  211.25,     18930,  398.33,    251.93,    221.95,    473.88
2023-03-03,18:22:37.616,   16.76,    2.81,   16.76,    2.84,   16.51,    2.37,,,,,,,   50.04,    8.02,     18750,   58.06,   17.38,   14.83,   17.62,   14.82,   17.56,   14.96,,,,,,,   52.56,   44.61,     18740,   97.17,    102.60,     52.63,    155.23
2023-03-03,18:22:37.716,   17.15,    3.35,   17.26,    3.46,   17.05,    2.83,,,,,,,   51.47,    9.64,     18929,   61.11,   44.72,   45.31,   44.78,   45.20,   44.88,   45.58,,,,,,,  134.38,  136.10,     18919,  270.48,    185.85,    145.73,    331.58
2023-03-03,18:22:37.815,   15.95,    3.23,   15.90,    3.33,   15.63,    2.70,,,,,,,   47.48,    9.27,     18740,   56.75,   48.72,   48.67,   48.89,   48.80,   48.67,   48.71,,,,,,,  146.28,  146.18,     18750,  292.46,    193.76,    155.45,    349.21
2023-03-03,18:22:37.915,   35.52,    9.70,   35.22,    9.32,   35.03,    8.91,,,,,,,  105.77,   27.92,     18929,  133.69,   33.22,   30.70,   33.45,   30.91,   33.27,   30.97,,,,,,,   99.94,   92.58,     18929,  192.52,    205.71,    120.50,    326.21
2023-03-03,18:22:38.015,   21.27,    6.08,   21.36,    6.09,   21.11,    5.48,,,,,,,   63.74,   17.65,     18740,   81.39,   49.26,   46.58,   49.04,   46.54,   49.14,   46.43,,,,,,,  147.44,  139.56,     18740,  287.00,    211.18,    157.21,    368.38
2023-03-03,18:22:38.115,   25.67,    6.91,   25.77,    7.02,   25.56,    6.40,,,,,,,   77.01,   20.32,     18740,   97.33,  118.42,  108.43,  118.87,  108.99,  118.73,  109.03,,,,,,,  356.02,  326.45,     18740,  682.46,    433.02,    346.77,    779.79
2023-03-03,18:22:38.216,   13.88,    6.24,   13.86,    6.35,   13.68,    5.64,,,,,,,   41.42,   18.23,     18930,   59.65,   42.74,   34.62,   43.01,   34.77,   42.74,   34.60,,,,,,,  128.49,  104.00,     18930,  232.48,    169.90,    122.23,    292.13
2023-03-03,18:22:38.316,   12.39,    4.49,   12.44,    4.63,   12.20,    4.03,,,,,,,   37.04,   13.15,     18740,   50.19,   32.38,   18.98,   32.47,   18.82,   32.25,   18.79,,,,,,,   97.09,   56.60,     18740,  153.68,    134.13,     69.75,    203.87
2023-03-03,18:22:38.415,   14.54,    4.10,   14.61,    4.17,   14.56,    3.69,,,,,,,   43.71,   11.95,     18929,   55.66,   43.16,   40.41,   43.35,   40.39,   43.45,   40.61,,,,,,,  129.96,  121.41,     18929,  251.36,    173.66,    133.36,    307.03
2023-03-03,18:22:38.515,    8.56,    2.93,    8.65,    3.09,    8.48,    2.46,,,,,,,   25.69,    8.48,     18740,   34.17,   28.13,   23.51,   28.18,   23.58,   28.09,   23.41,,,,,,,   84.40,   70.49,     18740,  154.90,    110.09,     78.98,    189.07
2023-03-03,18:22:38.615,    4.91,    2.74,    4.88,    2.81,    4.57,    2.20,,,,,,,   14.36,    7.75,     18929,   22.11,   28.89,   17.99,   29.15,   18.09,   28.72,   17.93,,,,,,,   86.75,   54.01,     18929,  140.76,    101.11,     61.76,    162.87
2023-03-03,18:22:38.715,    9.88,    2.80,    9.87,    2.88,    9.81,    2.38,,,,,,,   29.56,    8.05,     18740,   37.61,   30.89,   23.12,   30.93,   23.05,   30.70,   22.89,,,,,,,   92.53,   69.06,     18740,  161.59,    122.09,     77.11,    199.20
2023-03-03,18:22:38.815,   14.56,    3.60,   14.56,    3.73,   14.40,    3.04,,,,,,,   43.52,   10.38,     18730,   53.90,   34.94,   32.51,   35.11,   32.41,   34.88,   32.35,,,,,,,  104.92,   97.27,     18740,  202.19,    148.44,    107.64,    256.09
2023-03-03,18:22:38.915,   12.95,    4.81,   12.87,    4.92,   12.71,    4.32,,,,,,,   38.54,   14.04,     18930,   52.58,   33.41,   33.31,   33.12,   33.06,   33.30,   33.14,,,,,,,   99.83,   99.50,     18920,  199.33,    138.37,    113.55,    251.91
2023-03-03,18:22:39.015,   14.37,    4.28,   14.43,    4.48,   14.53,    3.76,,,,,,,   43.34,   12.53,     18740,   55.86,   23.52,   21.04,   23.67,   20.83,   23.10,   20.64,,,,,,,   70.30,   62.50,     18740,  132.80,    113.64,     75.03,    188.66
2023-03-03,18:22:39.116,   21.80,    6.58,   21.63,    6.60,   21.54,    6.09,,,,,,,   64.98,   19.28,     18930,   84.26,  260.87,  182.61,  260.69,  182.02,  260.80,  182.95,,,,,,,  782.37,  547.59,     18930, 1329.95,    847.34,    566.86,   1414.21
2023-03-03,18:22:39.216,   29.06,    7.92,   29.02,    7.99,   28.70,    7.34,,,,,,,   86.79,   23.25,     18750,  110.04,   53.05,   45.06,   53.08,   45.31,   52.99,   45.14,,,,,,,  159.11,  135.51,     18750,  294.63,    245.90,    158.77,    404.67
