,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-02-07,18:14:45.027,   30.28,    9.25,   26.90,    5.91,   30.79,    9.57,   26.74,    5.74,  114.71,   30.46,    105480,  145.17, 2034.20,  210.68, 2041.21,  210.27, 2043.08,  214.08, 2028.66,  205.32, 8147.14,  840.35,    109600, 8987.49,   8261.85,    870.81,   9132.66
2023-02-07,18:14:45.126,   14.70,    5.24,   11.45,    1.96,   15.02,    5.58,   11.06,    1.81,   52.23,   14.60,    104400,   66.83, 2220.12,  266.66, 2217.80,  263.34, 2224.77,  269.65, 2220.36,  265.23, 8883.05, 1064.89,    108920, 9947.94,   8935.28,   1079.49,  10014.77
2023-02-07,18:14:45.227,   18.29,    7.11,   14.87,    3.76,   18.66,    7.34,   14.45,    3.63,   66.27,   21.84,    105420,   88.12, 2135.01,  250.24, 2131.73,  246.01, 2128.14,  248.15, 2124.66,  244.57, 8519.53,  988.97,    110060, 9508.50,   8585.80,   1010.81,   9596.61
2023-02-07,18:14:45.337,   26.74,   12.79,   23.31,    9.55,   27.12,   13.12,   23.00,    9.41,  100.17,   44.85,    104844,  145.03, 2097.88,  220.39, 2100.88,  218.31, 2105.45,  222.57, 2093.85,  216.37, 8398.07,  877.65,    113320, 9275.71,   8498.24,    922.50,   9420.74
2023-02-07,18:14:45.430,   13.66,    5.13,   10.50,    1.80,   14.13,    5.43,   10.02,    1.63,   48.31,   13.99,    104930,   62.29, 1983.06,  213.02, 1980.11,  210.11, 1988.00,  215.54, 1982.11,  210.10, 7933.29,  848.78,    105490, 8782.06,   7981.59,    862.76,   8844.36
2023-02-07,18:14:45.529,   26.10,    9.25,   22.83,    5.98,   26.53,    9.51,   22.21,    5.81,   97.67,   30.56,    104400,  128.23, 1812.28,  145.31, 1800.27,  139.23, 1796.43,  140.29, 1786.14,  134.28, 7195.11,  559.11,    107710, 7754.23,   7292.78,    589.67,   7882.45
2023-02-07,18:14:45.630,   15.58,    6.24,   12.28,    2.89,   16.06,    6.62,   11.93,    2.79,   55.85,   18.55,    105420,   74.40, 1901.22,  172.47, 1897.08,  167.71, 1909.23,  175.41, 1899.33,  170.47, 7606.86,  686.05,    109050, 8292.91,   7662.72,    704.60,   8367.31
2023-02-07,18:14:45.729,   17.08,    6.47,   13.71,    3.17,   17.50,    6.82,   13.38,    2.99,   61.68,   19.44,    104400,   81.13, 1862.97,  162.20, 1862.37,  159.49, 1861.68,  162.65, 1858.50,  159.57, 7445.52,  643.91,    107780, 8089.43,   7507.20,    663.35,   8170.56
2023-02-07,18:14:45.830,   18.64,    8.37,   15.33,    5.10,   19.18,    8.73,   15.00,    4.88,   68.14,   27.08,    104386,   95.22, 1723.29,  116.09, 1721.37,  113.38, 1736.88,  121.49, 1724.23,  114.58, 6905.77,  465.55,    107702, 7371.32,   6973.92,    492.62,   7466.54
2023-02-07,18:14:45.930,   14.40,    5.21,   11.16,    1.98,   14.68,    5.58,   10.69,    1.73,   50.93,   14.51,    105440,   65.44, 1679.77,  109.05, 1668.32,  102.66, 1680.87,  110.06, 1669.72,  103.55, 6698.69,  425.32,    108640, 7124.01,   6749.62,    439.83,   7189.45
2023-02-07,18:14:46.041,   28.82,    8.99,   25.53,    5.77,   29.14,    9.40,   25.16,    5.60,  108.65,   29.76,    105057,  138.41, 1865.63,  150.04, 1867.44,  147.79, 1877.97,  153.70, 1871.28,  150.01, 7482.32,  601.53,    112707, 8083.85,   7590.97,    631.29,   8222.26
2023-02-07,18:14:46.145,   17.75,    5.88,   14.39,    2.59,   18.30,    6.20,   14.14,    2.39,   64.58,   17.06,    104855,   81.64, 1998.37,  199.80, 1993.67,  195.55, 2009.29,  204.04, 1992.04,  195.48, 7993.37,  794.87,    108749, 8788.25,   8057.95,    811.93,   8869.89
2023-02-07,18:14:46.238,   18.11,    6.04,   14.59,    2.74,   18.33,    6.39,   14.27,    2.58,   65.29,   17.75,    104920,   83.04, 1880.07,  182.98, 1869.54,  175.71, 1877.46,  181.57, 1873.25,  176.98, 7500.31,  717.25,    104540, 8217.56,   7565.60,    735.00,   8300.60
2023-02-07,18:14:46.337,   15.60,    5.38,   12.28,    2.09,   16.01,    5.76,   11.86,    1.93,   55.75,   15.15,    104430,   70.90, 1925.28,  175.97, 1932.20,  176.02, 1935.27,  178.92, 1925.17,  173.98, 7717.92,  704.89,    108290, 8422.81,   7773.67,    720.04,   8493.71
2023-02-07,18:14:46.438,   16.69,    6.00,   13.36,    2.62,   17.21,    6.31,   13.07,    2.53,   60.33,   17.45,    105440,   77.78, 2223.37,  263.50, 2221.30,  259.95, 2220.57,  262.27, 2225.38,  261.02, 8890.62, 1046.75,    110440, 9937.37,   8950.95,   1064.20,  10015.15
2023-02-07,18:14:46.537,   12.44,    5.32,    9.23,    2.09,   13.00,    5.79,    8.86,    1.94,   43.54,   15.14,    104400,   58.68, 2007.88,  203.43, 2008.07,  199.43, 2015.36,  205.44, 2021.72,  205.16, 8053.03,  813.46,    108800, 8866.49,   8096.57,    828.60,   8925.17
2023-02-07,18:14:46.638,   13.84,    6.84,   10.43,    3.55,   14.20,    7.28,   10.11,    3.42,   48.58,   21.09,    104405,   69.68, 2011.33,  207.75, 2012.58,  205.76, 2016.62,  210.61, 2013.30,  206.65, 8053.84,  830.76,    109237, 8884.60,   8102.42,    851.86,   8954.28
2023-02-07,18:14:46.738,   13.74,    5.45,   10.56,    2.13,   14.18,    5.85,   10.17,    2.03,   48.64,   15.45,    105430,   64.09, 1844.70,  158.62, 1834.97,  152.59, 1846.58,  159.93, 1844.95,  156.63, 7371.20,  627.77,    108980, 7998.97,   7419.84,    643.22,   8063.06
2023-02-07,18:14:46.838,   40.36,   11.87,   37.12,    8.54,   40.88,   12.21,   36.75,    8.39,  155.11,   41.01,    104400,  196.12, 1764.76,  131.32, 1761.04,  127.19, 1773.96,  135.28, 1754.78,  125.71, 7054.53,  519.49,    108010, 7574.03,   7209.64,    560.50,   7770.15
2023-02-07,18:14:46.938,   13.38,    5.45,   10.05,    2.15,   13.83,    5.82,    9.75,    2.04,   47.02,   15.46,    105440,   62.48, 1780.43,  140.51, 1778.93,  136.68, 1772.32,  137.26, 1766.31,  132.04, 7097.99,  546.50,    109370, 7644.48,   7145.00,    561.96,   7706.96
2023-02-07,18:14:47.038,   32.40,    9.09,   29.41,    5.91,   32.80,    9.47,   28.86,    5.68,  123.47,   30.15,    104420,  153.62, 2019.64,  203.59, 2023.91,  202.59, 2017.37,  202.80, 2020.44,  200.27, 8081.36,  809.25,    108500, 8890.62,   8204.84,    839.40,   9044.24
2023-02-07,18:14:47.139,   14.81,    5.46,   11.41,    2.14,   15.19,    5.84,   11.19,    2.00,   52.61,   15.45,    105440,   68.06, 1955.03,  189.64, 1956.27,  187.19, 1974.22,  196.08, 1974.44,  193.89, 7859.96,  766.80,    109450, 8626.76,   7912.57,    782.25,   8694.82
2023-02-07,18:14:47.238,   12.13,    5.56,    8.69,    2.24,   12.61,    5.91,    8.37,    2.11,   41.80,   15.82,    104400,   57.62, 2179.26,  254.16, 2178.55,  251.84, 2191.85,  258.81, 2185.27,  254.20, 8734.92, 1019.00,    108800, 9753.93,   8776.72,   1034.82,   9811.54
2023-02-07,18:14:47.339,   12.85,    5.43,    9.26,    2.10,   13.20,    5.77,    9.07,    1.92,   44.38,   15.22,    105450,   59.60, 2146.22,  237.21, 2140.66,  232.51, 2139.21,  235.49, 2146.15,  236.02, 8572.23,  941.22,    110230, 9513.46,   8616.62,    956.44,   9573.06
2023-02-07,18:14:47.438,   21.86,    8.24,   18.33,    4.92,   22.10,    8.47,   17.95,    4.73,   80.24,   26.36,    104400,  106.61, 2529.40,  345.01, 2529.27,  343.17, 2534.87,  348.76, 2524.05,  340.41,10117.59, 1377.35,    110800,11494.94,  10197.83,   1403.71,  11601.55
2023-02-07,18:14:47.539,   38.93,   12.34,   36.03,    8.96,   40.10,   12.72,   34.61,    8.72,  149.67,   42.74,    104434,  192.41, 2308.85,  286.82, 2301.85,  281.98, 2297.65,  282.85, 2293.88,  279.60, 9202.22, 1131.24,    110415,10333.47,   9351.90,   1173.98,  10525.88
2023-02-07,18:14:47.639,   22.87,    6.94,   19.50,    3.68,   23.29,    7.23,   18.98,    3.48,   84.63,   21.34,    105460,  105.97, 2432.06,  326.11, 2436.42,  325.00, 2409.71,  318.00, 2408.13,  313.98, 9686.31, 1283.10,    111670,10969.41,   9770.94,   1304.43,  11075.38
2023-02-07,18:14:47.739,   20.01,    6.77,   16.79,    3.54,   20.57,    7.03,   16.12,    3.34,   73.50,   20.69,    104410,   94.18, 2449.69,  335.97, 2445.36,  331.78, 2439.09,  333.36, 2434.34,  327.98, 9768.48, 1329.08,    110810,11097.56,   9841.97,   1349.77,  11191.74
2023-02-07,18:14:47.840,   14.87,    5.87,   11.59,    2.58,   15.45,    6.27,   11.11,    2.40,   53.02,   17.11,    105480,   70.13, 2846.42,  457.15, 2834.29,  448.98, 2847.15,  456.03, 2844.88,  453.53,11372.74, 1815.68,    114680,13188.42,  11425.76,   1832.80,  13258.56
2023-02-07,18:14:47.939,   11.54,    4.97,    8.31,    1.71,   12.01,    5.32,    7.81,    1.55,   39.67,   13.54,    104410,   53.21, 2854.95,  456.56, 2859.02,  454.56, 2854.89,  455.66, 2860.89,  455.16,11429.76, 1821.95,    112460,13251.71,  11469.43,   1835.49,  13304.92
2023-02-07,18:14:48.045,   26.90,    6.71,   23.59,    3.43,   27.12,    7.02,   22.99,    3.21,  100.61,   20.37,    105470,  120.98, 2645.00,  376.72, 2647.83,  376.02, 2630.09,  372.77, 2640.45,  371.95,10563.36, 1497.46,    113890,12060.82,  10663.97,   1517.83,  12181.80
2023-02-07,18:14:48.149,   24.26,    8.17,   20.93,    4.84,   24.70,    8.39,   20.69,    4.63,   90.58,   26.04,    104754,  116.62, 2512.51,  343.06, 2499.75,  335.53, 2488.27,  334.51, 2495.95,  334.57, 9996.49, 1347.66,    113754,11344.15,  10087.07,   1373.70,  11460.77
2023-02-07,18:14:48.242,   17.22,    5.94,   14.08,    2.69,   17.61,    6.28,   13.79,    2.53,   62.70,   17.45,    104970,   80.15, 2018.72,  227.18, 2019.89,  225.54, 2012.57,  225.43, 2013.43,  223.16, 8064.61,  901.31,    105090, 8965.91,   8127.31,    918.75,   9046.06
2023-02-07,18:14:48.341,   13.56,    5.26,   10.33,    1.98,   13.93,    5.62,    9.91,    1.79,   47.73,   14.66,    104380,   62.38, 2220.29,  263.71, 2219.64,  259.88, 2207.52,  259.24, 2215.12,  258.80, 8862.57, 1041.62,    109440, 9904.19,   8910.30,   1056.28,   9966.58
2023-02-07,18:14:48.442,   16.30,    5.34,   12.92,    2.04,   16.75,    5.73,   12.64,    1.87,   58.62,   14.99,    105460,   73.61, 2345.74,  305.21, 2336.08,  300.16, 2347.78,  307.10, 2335.67,  299.53, 9365.28, 1212.01,    111080,10577.29,   9423.89,   1227.00,  10650.89
2023-02-07,18:14:48.541,   11.78,    4.91,    8.52,    1.68,   12.40,    5.31,    8.05,    1.49,   40.75,   13.40,    104410,   54.14, 2344.03,  298.63, 2340.19,  294.29, 2344.12,  298.40, 2344.75,  295.89, 9373.08, 1187.21,    110840,10560.29,   9413.83,   1200.60,  10614.43
2023-02-07,18:14:48.642,   13.35,    5.66,   10.16,    2.40,   13.92,    6.05,    9.68,    2.25,   47.11,   16.36,    104414,   63.47, 2552.45,  361.99, 2550.43,  357.60, 2561.12,  363.49, 2565.80,  362.68,10229.79, 1445.76,    111633,11675.56,  10276.90,   1462.13,  11739.03
2023-02-07,18:14:48.742,   12.76,    4.84,    9.45,    1.58,   13.16,    5.23,    9.06,    1.42,   44.43,   13.08,    105440,   57.51, 2677.01,  389.01, 2685.08,  387.72, 2690.86,  391.77, 2699.26,  392.98,10752.22, 1561.48,    112650,12313.70,  10796.65,   1574.55,  12371.21
2023-02-07,18:14:48.842,   14.90,    5.11,   11.52,    1.79,   15.51,    5.53,   11.30,    1.63,   53.22,   14.06,    104380,   67.28, 2596.50,  382.80, 2594.09,  378.85, 2589.90,  380.79, 2590.09,  377.30,10370.59, 1519.74,    111330,11890.33,  10423.81,   1533.80,  11957.62
2023-02-07,18:14:48.943,   17.23,    5.96,   13.91,    2.66,   17.84,    6.45,   13.45,    2.58,   62.42,   17.65,    105460,   80.07, 2763.57,  431.81, 2769.77,  430.74, 2748.24,  426.22, 2746.17,  422.80,11027.74, 1711.57,    113390,12739.32,  11090.16,   1729.22,  12819.38
2023-02-07,18:14:49.042,   12.07,    5.20,    8.87,    1.93,   12.69,    5.59,    8.53,    1.74,   42.17,   14.46,    104380,   56.62, 2642.12,  402.73, 2645.37,  400.68, 2643.46,  403.69, 2639.16,  398.24,10570.11, 1605.34,    112440,12175.45,  10612.28,   1619.79,  12232.07
2023-02-07,18:14:49.153,   64.54,   26.87,   61.24,   23.72,   65.02,   27.18,   60.97,   23.45,  251.78,  101.22,    105387,  353.00, 2742.85,  409.24, 2742.60,  405.85, 2745.58,  409.15, 2746.45,  406.92,10977.47, 1631.16,    117407,12608.63,  11229.25,   1732.38,  12961.64
2023-02-07,18:14:49.255,   17.02,    6.74,   13.50,    3.44,   17.51,    7.16,   13.21,    3.29,   61.24,   20.62,    104874,   81.86, 2766.46,  430.68, 2775.15,  429.79, 2762.10,  429.00, 2760.98,  425.52,11064.69, 1714.98,    113211,12779.68,  11125.94,   1735.60,  12861.54
2023-02-07,18:14:49.349,   14.30,    5.64,   11.00,    2.31,   14.83,    5.91,   10.68,    2.17,   50.81,   16.03,    104420,   66.83, 2473.98,  355.75, 2473.54,  354.16, 2472.07,  358.74, 2475.93,  355.33, 9895.52, 1423.99,    106910,11319.51,   9946.33,   1440.02,  11386.35
2023-02-07,18:14:49.450,   28.82,    8.20,   25.56,    4.90,   29.39,    8.56,   25.27,    4.66,  109.05,   26.31,    105460,  135.36, 2427.21,  313.12, 2428.37,  311.99, 2433.84,  316.09, 2428.49,  310.98, 9717.91, 1252.18,    111480,10970.09,   9826.95,   1278.50,  11105.45
2023-02-07,18:14:49.549,   14.95,    6.47,   11.85,    3.22,   15.52,    6.86,   11.38,    3.01,   53.70,   19.57,    104400,   73.26, 2274.85,  280.25, 2275.53,  277.40, 2285.62,  284.60, 2286.01,  282.16, 9122.01, 1124.41,    108850,10246.42,   9175.71,   1143.98,  10319.69
2023-02-07,18:14:49.650,   17.44,    7.02,   14.15,    3.73,   17.99,    7.40,   13.78,    3.63,   63.36,   21.78,    104415,   85.14, 2334.79,  294.45, 2326.64,  288.28, 2330.97,  292.35, 2333.68,  291.20, 9326.08, 1166.28,    109711,10492.35,   9389.43,   1188.05,  10577.49
2023-02-07,18:14:49.750,   15.37,    6.06,   12.05,    2.75,   15.86,    6.41,   11.73,    2.66,   55.01,   17.88,    105440,   72.89, 2228.26,  259.91, 2220.05,  254.60, 2231.36,  260.73, 2232.40,  258.97, 8912.07, 1034.21,    110720, 9946.28,   8967.08,   1052.09,  10019.17
2023-02-07,18:14:49.850,   11.91,    4.97,    8.60,    1.66,   12.45,    5.28,    8.38,    1.53,   41.34,   13.44,    104380,   54.78, 2609.66,  362.95, 2611.52,  360.47, 2607.63,  362.26, 2607.27,  358.94,10436.08, 1444.63,    111200,11880.71,  10477.42,   1458.06,  11935.48
2023-02-07,18:14:49.950,   11.80,    5.39,    8.56,    2.12,   12.25,    5.83,    8.11,    1.94,   40.72,   15.27,    105420,   55.99, 2353.38,  298.97, 2353.97,  296.52, 2342.36,  294.58, 2338.49,  290.80, 9388.21, 1180.87,    111470,10569.08,   9428.93,   1196.14,  10625.07
2023-02-07,18:14:50.050,   10.31,    4.94,    7.07,    1.70,   10.94,    5.32,    6.79,    1.50,   35.12,   13.46,    104380,   48.58, 2536.70,  345.22, 2534.74,  340.76, 2535.07,  343.96, 2527.45,  338.42,10133.96, 1368.38,    111760,11502.34,  10169.08,   1381.84,  11550.92
2023-02-07,18:14:50.161,   49.29,   13.72,   45.91,   10.44,   49.64,   14.04,   45.68,   10.33,  190.52,   48.52,    105436,  239.04, 2685.59,  280.84, 2684.39,  278.61, 2663.14,  273.80, 2665.03,  271.45,10698.14, 1104.70,    118018,11802.84,  10888.66,   1153.22,  12041.88
2023-02-07,18:14:50.254,   32.57,   10.55,   29.29,    7.33,   32.29,   10.49,   28.43,    7.06,  122.58,   35.44,    104930,  158.02, 1101.94,   92.50, 1101.93,   90.47, 1098.46,   91.41, 1096.56,   88.37, 4398.88,  362.75,    105010, 4761.63,   4521.46,    398.19,   4919.65
2023-02-07,18:14:50.353,    8.49,    3.70,    5.11,    0.37,    8.45,    3.77,    4.98,    0.39,   27.03,    8.23,    104330,   35.26,    9.20,    4.71,    5.68,    1.39,    8.87,    4.66,    5.85,    1.50,   29.60,   12.25,    104280,   41.85,     56.63,     20.48,     77.11
2023-02-07,18:14:50.453,    9.23,    3.81,    5.82,    0.42,    9.02,    3.79,    5.65,    0.43,   29.72,    8.45,    105280,   38.17,    8.78,    4.70,    5.26,    1.33,    8.41,    4.60,    5.49,    1.37,   27.95,   12.00,    105280,   39.95,     57.67,     20.46,     78.12
2023-02-07,18:14:50.553,    4.26,    3.46,    0.79,    0.10,    4.19,    3.48,    0.72,    0.10,    9.95,    7.15,    104210,   17.09,    5.44,    3.67,    2.05,    0.33,    5.13,    3.61,    2.27,    0.48,   14.89,    8.09,    104210,   22.98,     24.84,     15.24,     40.08
2023-02-07,18:14:50.653,    7.19,    3.68,    3.90,    0.31,    7.14,    3.73,    3.71,    0.34,   21.93,    8.06,    105230,   29.99,    7.88,    4.85,    4.19,    1.39,    7.49,    4.77,    4.47,    1.52,   24.03,   12.53,    105250,   36.56,     45.96,     20.58,     66.55
2023-02-07,18:14:50.754,    5.03,    3.56,    1.60,    0.16,    4.97,    3.56,    1.48,    0.16,   13.08,    7.44,    105270,   20.51,    5.26,    4.02,    1.77,    0.61,    4.92,    3.91,    1.95,    0.74,   13.90,    9.28,    105260,   23.18,     26.98,     16.71,     43.70
2023-02-07,18:14:50.853,   14.85,    3.93,   11.57,    0.59,   14.87,    4.02,   11.32,    0.60,   52.61,    9.14,    104210,   61.75,   14.97,    7.68,   11.08,    4.31,   14.33,    7.55,   11.40,    4.37,   51.78,   23.90,    104210,   75.69,    104.39,     33.05,    137.44
2023-02-07,18:14:50.953,    5.41,    3.54,    2.05,    0.19,    5.40,    3.60,    2.02,    0.20,   14.87,    7.53,    105280,   22.39,    5.67,    4.44,    2.12,    1.07,    5.35,    4.36,    2.37,    1.29,   15.52,   11.16,    105290,   26.68,     30.38,     18.69,     49.07
2023-02-07,18:14:51.054,    3.80,    3.39,    0.45,    0.04,    3.79,    3.38,    0.40,    0.03,    8.44,    6.84,    104216,   15.27,    4.21,    3.64,    0.76,    0.24,    3.92,    3.54,    0.74,    0.24,    9.63,    7.65,    104207,   17.28,     18.06,     14.49,     32.56
2023-02-07,18:14:51.154,   21.24,    4.93,   17.74,    1.54,   21.01,    4.90,   17.57,    1.61,   77.55,   12.97,    105260,   90.52,   18.86,   18.71,   14.69,   15.11,   17.93,   18.58,   15.33,   15.66,   66.81,   68.07,    105280,  134.88,    144.36,     81.04,    225.40
2023-02-07,18:14:51.254,    5.64,    3.66,    2.27,    0.28,    5.67,    3.69,    2.16,    0.31,   15.74,    7.93,    105280,   23.67,    6.44,    4.84,    2.79,    1.32,    6.07,    4.70,    3.19,    1.53,   18.50,   12.39,    105270,   30.88,     34.23,     20.32,     54.55
2023-02-07,18:14:51.354,    5.15,    3.51,    1.82,    0.16,    5.11,    3.53,    1.72,    0.17,   13.80,    7.37,    104200,   21.17,    5.07,    4.04,    1.54,    0.65,    4.72,    3.97,    1.89,    0.83,   13.21,    9.49,    104200,   22.70,     27.01,     16.86,     43.87
2023-02-07,18:14:51.454,   11.25,    4.06,    8.03,    0.72,   11.35,    4.16,    7.98,    0.82,   38.62,    9.76,    105280,   48.38,    9.36,    5.99,    5.53,    2.55,    8.81,    5.84,    5.92,    2.73,   29.62,   17.10,    105270,   46.72,     68.23,     26.86,     95.10
2023-02-07,18:14:51.555,    7.58,    4.24,    4.31,    0.90,    7.71,    4.31,    4.04,    0.86,   23.63,   10.30,    105280,   33.93,   13.32,    6.79,    9.46,    3.34,   12.77,    6.81,    9.75,    3.56,   45.30,   20.50,    105260,   65.80,     68.93,     30.81,     99.74
2023-02-07,18:14:51.654,   20.34,    7.21,   17.09,    3.68,   20.26,    7.26,   16.79,    3.86,   74.48,   22.01,    104220,   96.49,   15.74,    8.74,   11.99,    5.40,   15.02,    8.68,   12.06,    5.48,   54.81,   28.30,    104240,   83.11,    129.29,     50.31,    179.60
