,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2023-02-07,18:15:39.529,   62.08,   32.89,   58.93,   29.71,   62.40,   32.98,   58.35,   29.39,  241.75,  124.97,    104800,  366.72, 2028.89,  156.10, 2026.79,  154.19, 2024.84,  155.22, 2025.02,  152.99, 8105.54,  618.50,    112880, 8724.04,   8347.29,    743.46,   9090.75
2023-02-07,18:15:39.622,   20.47,   11.15,   17.37,    7.91,   21.56,   11.64,   16.82,    7.80,   76.22,   38.51,    104980,  114.73, 1852.20,  132.83, 1845.59,  128.94, 1853.67,  134.20, 1851.26,  131.24, 7402.73,  527.22,    105060, 7929.94,   7478.94,    565.73,   8044.67
2023-02-07,18:15:39.721,   19.17,    7.26,   16.20,    3.98,   19.72,    7.49,   15.66,    3.79,   70.74,   22.52,    104410,   93.27, 2125.49,  187.89, 2111.17,  179.89, 2122.34,  186.94, 2115.54,  182.33, 8474.54,  737.06,    108560, 9211.60,   8545.29,    759.58,   9304.87
2023-02-07,18:15:39.822,   11.83,    5.20,    8.80,    1.93,   12.33,    5.50,    8.41,    1.78,   41.36,   14.42,    105440,   55.78, 1900.02,  137.68, 1891.11,  131.53, 1902.74,  138.36, 1886.88,  130.71, 7580.75,  538.29,    110070, 8119.03,   7622.11,    552.70,   8174.81
2023-02-07,18:15:39.921,   16.53,    6.34,   13.40,    3.00,   17.02,    6.64,   12.98,    2.98,   59.93,   18.96,    104360,   78.89, 2015.69,  171.62, 2020.87,  170.20, 2020.83,  173.82, 2018.90,  169.78, 8076.29,  685.43,    109070, 8761.72,   8136.22,    704.39,   8840.60
2023-02-07,18:15:40.022,   15.88,    5.89,   12.76,    2.60,   16.28,    6.18,   12.29,    2.47,   57.21,   17.13,    104395,   74.34, 1974.84,  151.55, 1970.25,  148.72, 1971.06,  150.26, 1980.20,  151.82, 7896.34,  602.35,    108504, 8498.69,   7953.55,    619.48,   8573.03
2023-02-07,18:15:40.122,   14.17,    5.31,   10.88,    1.96,   14.58,    5.63,   10.65,    1.92,   50.27,   14.82,    105420,   65.10, 1972.86,  155.66, 1974.83,  154.65, 1970.23,  156.01, 1966.41,  150.93, 7884.34,  617.24,    110160, 8501.58,   7934.61,    632.06,   8566.67
2023-02-07,18:15:40.222,   19.49,    6.79,   16.35,    3.50,   19.90,    7.08,   15.92,    3.46,   71.67,   20.83,    104390,   92.49, 2323.38,  231.98, 2323.77,  229.84, 2328.97,  234.29, 2322.91,  229.64, 9299.03,  925.75,    109820,10224.78,   9370.69,    946.58,  10317.27
2023-02-07,18:15:40.322,   17.50,    5.63,   14.44,    2.35,   18.06,    5.97,   14.16,    2.31,   64.17,   16.26,    105410,   80.43, 2055.83,  170.33, 2049.29,  166.20, 2055.46,  171.87, 2055.61,  168.81, 8216.18,  677.21,    109850, 8893.39,   8280.35,    693.47,   8973.82
2023-02-07,18:15:40.433,   42.23,   10.47,   38.88,    7.09,   42.74,   10.73,   38.87,    7.01,  162.72,   35.31,    104999,  198.03, 1962.00,  136.82, 1964.37,  134.96, 1961.44,  136.27, 1960.52,  134.43, 7848.34,  542.48,    113688, 8390.83,   8011.06,    577.79,   8588.86
2023-02-07,18:15:40.526,   15.02,    6.51,   11.94,    3.15,   15.64,    6.77,   11.32,    3.10,   53.93,   19.53,    104990,   73.46, 1697.35,   98.98, 1682.83,   91.55, 1692.86,   97.46, 1690.64,   94.98, 6763.69,  382.97,    105340, 7146.66,   6817.62,    402.50,   7220.12
2023-02-07,18:15:40.633,   22.39,   10.02,   19.24,    6.74,   23.03,   10.37,   18.80,    6.66,   83.46,   33.80,    104780,  117.26, 2012.18,  148.72, 2020.16,  147.69, 2027.24,  154.36, 2010.60,  145.47, 8070.18,  596.23,    114240, 8666.41,   8153.64,    630.03,   8783.67
2023-02-07,18:15:40.730,   26.84,   11.99,   23.79,    8.71,   27.08,   12.22,   23.25,    8.60,  100.96,   41.52,    104864,  142.48, 1939.63,  152.70, 1943.98,  152.05, 1942.08,  153.87, 1939.40,  149.76, 7765.09,  608.38,    104701, 8373.48,   7866.05,    649.90,   8515.96
2023-02-07,18:15:40.829,   20.89,    6.45,   18.20,    3.25,   21.51,    6.79,   17.76,    3.14,   78.36,   19.63,    104400,   97.99, 1860.88,  130.23, 1851.79,  124.70, 1853.86,  128.36, 1850.14,  124.20, 7416.67,  507.49,    108850, 7924.17,   7495.03,    527.12,   8022.15
2023-02-07,18:15:40.930,   41.09,   10.33,   37.80,    7.02,   41.43,   10.61,   37.38,    6.89,  157.70,   34.85,    105500,  192.55, 1928.23,  146.05, 1922.73,  141.02, 1927.71,  146.61, 1927.05,  142.26, 7705.72,  575.94,    109860, 8281.66,   7863.42,    610.79,   8474.21
2023-02-07,18:15:41.029,    8.97,    4.79,    5.68,    1.47,    9.42,    5.07,    5.36,    1.36,   29.43,   12.69,    104410,   42.12, 2130.75,  195.39, 2126.07,  190.76, 2133.25,  196.38, 2130.55,  191.94, 8520.62,  774.47,    109980, 9295.09,   8550.05,    787.16,   9337.21
2023-02-07,18:15:41.130,   17.21,    6.09,   14.06,    2.74,   17.65,    6.47,   13.64,    2.62,   62.56,   17.93,    105430,   80.49, 2258.00,  230.40, 2261.21,  227.56, 2257.38,  230.27, 2253.90,  224.88, 9030.50,  913.11,    110540, 9943.61,   9093.06,    931.03,  10024.09
2023-02-07,18:15:41.229,   13.34,    5.87,   10.08,    2.58,   13.81,    6.21,    9.80,    2.54,   47.04,   17.20,    104380,   64.24, 2195.07,  216.68, 2196.77,  215.57, 2205.28,  220.16, 2187.28,  213.11, 8784.40,  865.53,    109420, 9649.92,   8831.43,    882.73,   9714.16
2023-02-07,18:15:41.330,   10.12,    4.93,    6.76,    1.62,   10.61,    5.26,    6.60,    1.55,   34.10,   13.35,    104376,   47.45, 2189.98,  226.38, 2190.78,  223.93, 2193.39,  227.74, 2197.38,  225.65, 8771.53,  903.70,    109296, 9675.23,   8805.63,    917.06,   9722.68
2023-02-07,18:15:41.434,   32.47,    9.62,   29.20,    6.35,   32.95,   10.00,   28.97,    6.26,  123.60,   32.22,    105630,  155.83, 1936.30,  139.54, 1944.62,  140.05, 1938.55,  140.70, 1935.84,  137.50, 7755.31,  557.78,    109242, 8313.09,   7878.91,    590.00,   8468.91
2023-02-07,18:15:41.533,   25.15,    9.16,   21.83,    5.80,   25.45,    9.49,   21.40,    5.70,   93.84,   30.16,    104400,  123.99, 2071.95,  174.46, 2064.63,  170.97, 2059.15,  170.51, 2065.56,  171.31, 8261.28,  687.24,    109000, 8948.53,   8355.12,    717.40,   9072.52
2023-02-07,18:15:41.634,   11.64,    5.03,    8.38,    1.69,   12.12,    5.44,    8.07,    1.59,   40.21,   13.75,    105440,   53.96, 2111.92,  177.23, 2105.05,  171.72, 2112.50,  177.72, 2107.42,  173.36, 8436.89,  700.03,    109940, 9136.92,   8477.10,    713.78,   9190.88
2023-02-07,18:15:41.733,   17.66,    7.07,   14.64,    3.81,   18.18,    7.36,   14.13,    3.64,   64.62,   21.88,    104390,   86.49, 1848.12,  118.88, 1837.91,  113.11, 1847.77,  118.38, 1840.80,  113.77, 7374.60,  464.14,    108480, 7838.74,   7439.21,    486.02,   7925.23
2023-02-07,18:15:41.834,    9.77,    4.91,    6.54,    1.58,   10.42,    5.25,    6.29,    1.53,   33.03,   13.28,    105440,   46.30, 1751.81,   96.84, 1749.27,   93.76, 1752.44,   97.37, 1742.96,   91.52, 6996.48,  379.49,    109280, 7375.97,   7029.51,    392.76,   7422.27
2023-02-07,18:15:41.933,   26.16,   12.07,   22.97,    8.84,   26.79,   12.42,   22.65,    8.77,   98.57,   42.11,    104360,  140.67, 2013.25,  156.03, 2014.46,  153.50, 2013.60,  156.84, 2017.04,  155.56, 8058.36,  621.93,    109880, 8680.29,   8156.92,    664.04,   8820.96
2023-02-07,18:15:42.034,   13.15,    5.27,   10.11,    2.02,   13.79,    5.67,    9.70,    1.94,   46.75,   14.90,    104396,   61.64, 2045.09,  175.26, 2039.71,  171.16, 2043.27,  175.39, 2045.08,  173.70, 8173.15,  695.52,    108751, 8868.67,   8219.90,    710.42,   8930.31
2023-02-07,18:15:42.134,   22.61,    5.77,   19.53,    2.55,   23.15,    6.18,   19.08,    2.39,   84.38,   16.89,    105420,  101.27, 2170.10,  204.26, 2175.14,  202.05, 2163.67,  201.41, 2170.26,  200.83, 8679.17,  808.55,    110380, 9487.71,   8763.54,    825.44,   9588.98
2023-02-07,18:15:42.234,   18.34,    7.50,   15.23,    4.21,   18.81,    7.89,   14.64,    4.05,   67.03,   23.65,    104410,   90.67, 2404.59,  268.94, 2402.93,  265.90, 2408.30,  271.11, 2407.51,  266.89, 9623.33, 1072.85,    110160,10696.18,   9690.36,   1096.50,  10786.85
2023-02-07,18:15:42.334,   16.48,    5.73,   13.19,    2.40,   17.03,    6.20,   12.77,    2.31,   59.46,   16.64,    105420,   76.10, 2493.46,  288.24, 2478.97,  280.99, 2495.13,  289.88, 2482.23,  283.13, 9949.78, 1142.24,    111810,11092.03,  10009.25,   1158.88,  11168.12
2023-02-07,18:15:42.445,   42.85,   14.13,   39.61,   10.92,   43.37,   14.51,   39.41,   10.79,  165.23,   50.36,    104989,  215.59, 2303.60,  230.70, 2310.31,  230.22, 2302.13,  230.12, 2298.79,  225.87, 9214.84,  916.92,    113873,10131.76,   9380.08,    967.28,  10347.35
2023-02-07,18:15:42.538,   43.03,    9.92,   39.97,    6.61,   43.65,   10.17,   39.34,    6.42,  165.99,   33.12,    104950,  199.11, 2232.63,  227.35, 2240.92,  229.14, 2237.11,  229.84, 2239.75,  227.52, 8950.41,  913.85,    106270, 9864.26,   9116.40,    946.97,  10063.38
2023-02-07,18:15:42.637,   22.48,   10.01,   19.18,    6.66,   22.89,   10.19,   18.86,    6.50,   83.41,   33.36,    104400,  116.77, 2322.14,  239.77, 2312.69,  235.82, 2318.39,  239.63, 2320.32,  237.53, 9273.53,  952.75,    109470,10226.27,   9356.94,    986.10,  10343.04
2023-02-07,18:15:42.738,   18.06,    6.30,   14.84,    2.97,   18.36,    6.61,   14.29,    2.86,   65.54,   18.74,    105460,   84.28, 2122.23,  198.68, 2115.13,  193.61, 2120.73,  198.43, 2113.84,  192.94, 8471.93,  783.65,    110760, 9255.58,   8537.47,    802.39,   9339.86
2023-02-07,18:15:42.837,   12.24,    5.09,    9.07,    1.80,   12.68,    5.50,    8.73,    1.77,   42.73,   14.17,    104360,   56.89, 1816.61,  119.66, 1811.85,  115.67, 1816.25,  119.50, 1813.87,  116.17, 7258.58,  470.99,    109130, 7729.57,   7301.30,    485.16,   7786.46
2023-02-07,18:15:42.938,   21.13,    6.04,   18.41,    2.84,   21.72,    6.44,   17.88,    2.71,   79.13,   18.03,    104405,   97.16, 1876.79,  130.15, 1865.34,  122.85, 1870.11,  127.83, 1870.04,  126.09, 7482.28,  506.92,    108653, 7989.20,   7561.42,    524.95,   8086.36
2023-02-07,18:15:43.038,    9.62,    5.31,    6.54,    2.01,   10.36,    5.71,    6.23,    1.92,   32.75,   14.94,    105410,   47.70, 1713.98,   97.88, 1701.16,   90.15, 1709.22,   95.97, 1700.12,   90.43, 6824.48,  374.42,    109240, 7198.90,   6857.23,    389.37,   7246.60
2023-02-07,18:15:43.138,   15.13,    5.14,   12.09,    1.88,   15.65,    5.43,   11.64,    1.71,   54.50,   14.15,    104400,   68.65, 2115.94,  202.69, 2119.12,  199.88, 2120.15,  204.18, 2112.11,  197.86, 8467.33,  804.61,    109320, 9271.94,   8521.83,    818.76,   9340.59
2023-02-07,18:15:43.238,   12.57,    5.59,    9.26,    2.25,   13.15,    5.97,    8.97,    2.19,   43.95,   16.01,    105420,   59.95, 2653.78,  354.49, 2655.42,  352.98, 2658.48,  356.95, 2654.38,  352.61,10622.06, 1417.03,    112560,12039.09,  10666.00,   1433.04,  12099.04
2023-02-07,18:15:43.338,   13.88,    5.36,   10.21,    1.94,   13.93,    5.58,   10.61,    1.94,   48.62,   14.82,    104380,   63.44, 2053.84,  174.93, 2045.62,  170.21, 2044.86,  172.16, 2048.26,  170.93, 8192.58,  688.22,    108880, 8880.80,   8241.20,    703.04,   8944.25
2023-02-07,18:15:43.445,   32.55,    7.77,   29.41,    4.41,   33.01,    8.13,   29.06,    4.34,  124.03,   24.66,    105456,  148.68, 1810.55,  109.30, 1808.81,  106.07, 1805.48,  107.88, 1806.36,  105.16, 7231.20,  428.42,    112484, 7659.62,   7355.23,    453.08,   7808.31
2023-02-07,18:15:43.542,   17.87,    9.44,   14.69,    6.21,   18.43,    9.86,   14.16,    6.06,   65.16,   31.56,    104950,   96.72, 1896.59,  151.43, 1893.80,  147.91, 1894.24,  150.91, 1898.47,  150.50, 7583.11,  600.76,    105450, 8183.86,   7648.27,    632.32,   8280.58
2023-02-07,18:15:43.641,   35.62,   13.83,   32.21,   10.35,   36.00,   14.22,   31.39,   10.42,  135.22,   48.83,    104380,  184.04, 2245.29,  243.99, 2229.40,  233.52, 2246.12,  242.73, 2237.36,  238.41, 8958.17,  958.65,    109890, 9916.83,   9093.39,   1007.48,  10100.87
2023-02-07,18:15:43.742,   22.50,   11.69,   19.37,    8.51,   22.81,   12.02,   18.85,    8.33,   83.53,   40.54,    104454,  124.06, 2464.58,  312.66, 2459.37,  306.95, 2463.99,  311.65, 2452.78,  305.53, 9840.71, 1236.79,    111742,11077.51,   9924.24,   1277.33,  11201.57
2023-02-07,18:15:43.841,    9.33,    4.89,    6.14,    1.56,    9.95,    5.26,    5.80,    1.46,   31.22,   13.17,    105434,   44.38, 2223.67,  232.25, 2219.87,  229.30, 2222.46,  231.49, 2220.01,  228.63, 8886.00,  921.68,    110110, 9807.68,   8917.22,    934.85,   9852.07
2023-02-07,18:15:43.942,   17.17,    6.12,   13.86,    2.79,   17.59,    6.47,   13.59,    2.78,   62.21,   18.16,    104386,   80.37, 2026.60,  184.91, 2010.82,  176.53, 2022.36,  183.11, 2020.80,  180.29, 8080.58,  724.84,    109147, 8805.42,   8142.79,    743.00,   8885.79
2023-02-07,18:15:44.042,   14.76,    6.62,   11.51,    3.34,   15.33,    7.03,   11.17,    3.17,   52.77,   20.17,    105440,   72.93, 1711.17,   96.21, 1700.36,   90.45, 1710.68,   96.37, 1700.01,   90.67, 6822.21,  373.70,    108680, 7195.92,   6874.98,    393.87,   7268.85
2023-02-07,18:15:44.142,   19.33,    6.02,   15.95,    2.78,   19.47,    6.33,   15.65,    2.64,   70.41,   17.78,    104380,   88.18, 1616.06,   85.09, 1604.21,   78.43, 1615.42,   84.85, 1606.22,   79.33, 6441.91,  327.70,    108060, 6769.62,   6512.32,    345.48,   6857.80
2023-02-07,18:15:44.242,   20.84,    6.66,   17.66,    3.33,   21.33,    7.02,   17.16,    3.17,   76.99,   20.18,    105430,   97.17, 2029.30,  181.05, 2024.50,  176.97, 2032.40,  181.98, 2024.74,  176.87, 8110.95,  716.87,    110730, 8827.81,   8187.94,    737.05,   8924.98
2023-02-07,18:15:44.342,   20.32,    6.77,   16.68,    3.34,   20.58,    7.08,   16.60,    3.34,   74.18,   20.53,    104380,   94.71, 1958.64,  157.83, 1966.37,  159.04, 1966.41,  161.66, 1965.49,  158.32, 7856.91,  636.86,    109270, 8493.77,   7931.09,    657.39,   8588.48
2023-02-07,18:15:44.453,   27.15,   12.53,   23.86,    9.24,   27.70,   12.77,   23.59,    9.09,  102.29,   43.63,    105426,  145.93, 1860.97,  120.34, 1854.34,  115.48, 1858.18,  119.84, 1852.74,  114.97, 7426.22,  470.64,    113592, 7896.86,   7528.52,    514.27,   8042.79
2023-02-07,18:15:44.546,   48.02,   25.32,   44.79,   22.04,   48.31,   25.62,   44.13,   21.83,  185.25,   94.81,    104930,  280.07, 1882.14,  142.96, 1886.83,  141.73, 1889.45,  145.87, 1883.80,  141.55, 7542.22,  572.12,    104990, 8114.34,   7727.48,    666.94,   8394.41
2023-02-07,18:15:44.645,    9.23,    4.57,    5.98,    1.23,    9.63,    4.94,    5.70,    1.19,   30.55,   11.93,    104380,   42.47, 1893.66,  140.23, 1898.47,  139.81, 1903.93,  143.41, 1896.50,  138.49, 7592.56,  561.95,    108790, 8154.51,   7623.10,    573.88,   8196.98
2023-02-07,18:15:44.746,   17.74,    5.94,   14.66,    2.68,   18.15,    6.32,   14.14,    2.54,   64.68,   17.48,    105420,   82.16, 2073.49,  172.98, 2058.39,  164.58, 2055.66,  167.33, 2065.25,  167.74, 8252.79,  672.64,    109740, 8925.43,   8317.48,    690.12,   9007.60
2023-02-07,18:15:44.845,   13.37,    5.06,   10.29,    1.79,   13.93,    5.33,    9.85,    1.66,   47.44,   13.85,    104370,   61.29, 2128.59,  193.40, 2125.13,  188.54, 2132.46,  194.84, 2127.43,  189.59, 8513.62,  766.38,    109940, 9280.00,   8561.06,    780.23,   9341.29
2023-02-07,18:15:44.946,   13.49,    5.08,   10.39,    1.81,   14.05,    5.43,    9.88,    1.66,   47.82,   13.98,    104415,   61.81, 2247.72,  231.79, 2243.63,  229.03, 2259.11,  237.04, 2243.11,  228.05, 8993.58,  925.92,    110039, 9919.50,   9041.41,    939.90,   9981.31
2023-02-07,18:15:45.046,   12.24,    4.89,    8.97,    1.54,   12.74,    5.17,    8.53,    1.41,   42.46,   13.00,    105420,   55.46, 2146.17,  202.03, 2143.47,  199.16, 2143.09,  201.13, 2146.78,  199.63, 8579.51,  801.95,    110960, 9381.46,   8621.98,    814.95,   9436.93
2023-02-07,18:15:45.147,   21.80,    6.45,   18.64,    3.21,   22.21,    6.79,   18.17,    3.04,   80.82,   19.49,    104376,  100.31, 1949.52,  147.37, 1936.50,  140.95, 1944.11,  145.69, 1935.92,  141.27, 7766.05,  575.28,    108623, 8341.33,   7846.87,    594.77,   8441.64
2023-02-07,18:15:45.247,   10.40,    5.29,    7.11,    1.99,   10.92,    5.59,    6.87,    1.92,   35.30,   14.79,    105430,   50.09, 2505.54,  282.99, 2508.56,  282.46, 2521.27,  289.50, 2513.75,  283.03,10049.11, 1137.97,    111670,11187.08,  10084.40,   1152.76,  11237.17
2023-02-07,18:15:45.347,   11.58,    4.78,    8.32,    1.45,   12.09,    5.11,    8.08,    1.40,   40.07,   12.74,    104370,   52.81, 2516.32,  300.33, 2526.43,  301.82, 2515.61,  299.90, 2526.13,  301.80,10084.50, 1203.85,    110830,11288.35,  10124.56,   1216.59,  11341.15
2023-02-07,18:15:45.447,   20.36,    5.96,   17.30,    2.70,   20.94,    6.22,   16.88,    2.59,   75.48,   17.48,    105450,   92.96, 1916.59,  139.86, 1905.06,  133.25, 1908.95,  136.90, 1910.36,  135.49, 7640.96,  545.50,    109630, 8186.45,   7716.44,    562.97,   8279.41
2023-02-07,18:15:45.557,   58.01,   20.08,   54.79,   16.79,   58.25,   20.18,   54.43,   16.60,  225.49,   73.65,    105048,  299.14, 2305.20,  219.53, 2306.49,  216.72, 2305.83,  219.55, 2309.59,  217.85, 9227.10,  873.65,    114401,10100.75,   9452.59,    947.31,  10399.89
2023-02-07,18:15:45.650,   27.78,   12.48,   24.62,    9.32,   28.17,   12.69,   24.13,    9.11,  104.71,   43.60,    104980,  148.31, 2262.58,  242.58, 2254.07,  236.60, 2254.25,  238.80, 2253.59,  236.71, 9024.49,  954.70,    106970, 9979.18,   9129.19,    998.30,  10127.49
2023-02-07,18:15:45.749,   18.58,    7.54,   15.26,    4.20,   18.79,    7.64,   15.01,    4.09,   67.63,   23.47,    104380,   91.10, 2044.47,  172.98, 2034.71,  167.39, 2036.96,  170.24, 2037.34,  168.10, 8153.48,  678.71,    108900, 8832.19,   8221.11,    702.18,   8923.29
2023-02-07,18:15:45.850,   14.40,    7.41,   11.06,    4.08,   14.92,    7.65,   10.81,    4.00,   51.19,   23.14,    105440,   74.33, 1972.24,  154.13, 1970.61,  152.07, 1977.16,  156.93, 1969.16,  151.58, 7889.16,  614.70,    110410, 8503.86,   7940.35,    637.83,   8578.18
2023-02-07,18:15:45.949,   13.98,    5.54,   10.77,    2.22,   14.42,    5.87,   10.47,    2.12,   49.63,   15.75,    104360,   65.38, 1935.58,  139.85, 1935.68,  138.42, 1939.52,  141.42, 1935.67,  137.99, 7746.44,  557.67,    109240, 8304.12,   7796.07,    573.43,   8369.50
2023-02-07,18:15:46.050,   15.89,    6.35,   12.77,    3.05,   16.39,    6.67,   12.37,    2.96,   57.42,   19.03,    104405,   76.45, 1867.58,  130.85, 1867.97,  128.71, 1862.02,  129.16, 1866.32,  128.22, 7463.90,  516.95,    108336, 7980.84,   7521.32,    535.97,   8057.29
2023-02-07,18:15:46.150,   23.25,    6.09,   20.00,    2.79,   23.69,    6.47,   19.50,    2.64,   86.43,   17.99,    105410,  104.42, 1945.61,  134.87, 1933.95,  128.01, 1938.80,  132.51, 1935.07,  128.43, 7753.43,  523.81,    109690, 8277.25,   7839.86,    541.81,   8381.66
2023-02-07,18:15:46.250,   13.32,    6.23,   10.15,    2.96,   13.83,    6.58,    9.92,    2.84,   47.21,   18.61,    104390,   65.82, 2105.63,  189.18, 2110.35,  188.36, 2110.02,  190.69, 2111.30,  189.40, 8437.30,  757.63,    109840, 9194.92,   8484.51,    776.23,   9260.75
2023-02-07,18:15:46.350,   12.02,    4.93,    8.87,    1.56,   12.47,    5.23,    8.59,    1.55,   41.95,   13.28,    105420,   55.22, 2247.50,  227.13, 2236.11,  219.15, 2231.62,  220.21, 2247.49,  223.79, 8962.72,  890.27,    111610, 9852.99,   9004.66,    903.55,   9908.21
2023-02-07,18:15:46.450,   18.86,    6.96,   15.68,    3.63,   19.19,    7.26,   15.39,    3.61,   69.12,   21.45,    104400,   90.57, 2066.17,  184.65, 2059.05,  180.34, 2063.55,  184.27, 2051.60,  177.77, 8240.37,  727.03,    109490, 8967.40,   8309.49,    748.48,   9057.97
2023-02-07,18:15:46.561,   33.04,   10.30,   29.94,    7.09,   33.52,   10.59,   29.55,    6.87,  126.05,   34.86,    105484,  160.91, 1870.09,  111.94, 1867.27,  108.82, 1872.98,  113.15, 1875.15,  111.60, 7485.50,  445.51,    113096, 7931.01,   7611.54,    480.37,   8091.92
2023-02-07,18:15:46.654,    8.17,    4.67,    5.14,    1.40,    8.88,    5.00,    4.95,    1.30,   27.14,   12.36,    104940,   39.51, 2297.05,  250.59, 2289.52,  246.07, 2293.71,  249.84, 2291.75,  246.26, 9172.04,  992.75,    106920,10164.79,   9199.18,   1005.11,  10204.30
2023-02-07,18:15:46.753,   15.11,    5.70,   11.98,    2.42,   15.50,    6.04,   11.62,    2.31,   54.21,   16.48,    104400,   70.70, 2175.36,  213.99, 2167.71,  207.75, 2171.87,  212.16, 2165.57,  206.51, 8680.51,  840.41,    109030, 9520.92,   8734.72,    856.90,   9591.62
2023-02-07,18:15:46.854,   12.35,    5.44,    9.29,    2.13,   12.91,    5.77,    8.95,    2.02,   43.50,   15.37,    105440,   58.87, 1899.99,  128.04, 1894.98,  124.46, 1898.32,  128.93, 1896.39,  125.14, 7589.68,  506.57,    109160, 8096.25,   7633.18,    521.94,   8155.12
2023-02-07,18:15:46.953,   14.47,    5.42,   11.22,    2.15,   14.95,    5.79,   11.10,    2.10,   51.73,   15.47,    104400,   67.20, 1886.04,  135.06, 1882.03,  131.31, 1891.96,  137.22, 1886.59,  133.87, 7546.62,  537.46,    109040, 8084.08,   7598.35,    552.93,   8151.28
2023-02-07,18:15:47.053,   14.87,    5.35,   11.84,    2.07,   15.51,    5.71,   11.38,    1.94,   53.60,   15.06,    104440,   68.66, 2101.40,  191.82, 2105.57,  190.74, 2096.48,  190.43, 2107.50,  192.17, 8410.95,  765.16,    108940, 9176.11,   8464.55,    780.22,   9244.77
2023-02-07,18:15:47.153,   16.76,    5.53,   13.64,    2.25,   17.29,    5.84,   13.24,    2.09,   60.94,   15.70,    105460,   76.64, 2128.75,  192.69, 2127.76,  190.70, 2130.87,  194.50, 2126.07,  189.55, 8513.46,  767.43,    110610, 9280.89,   8574.39,    783.14,   9357.53
2023-02-07,18:15:47.253,   13.38,    5.66,    9.94,    2.30,   13.65,    5.90,    9.65,    2.23,   46.61,   16.09,    104400,   62.70, 2525.32,  307.14, 2522.17,  304.21, 2530.99,  310.24, 2529.34,  306.90,10107.81, 1228.49,    110250,11336.30,  10154.42,   1244.58,  11399.00
2023-02-07,18:15:47.354,   15.20,    5.94,   11.79,    2.61,   15.68,    6.36,   11.48,    2.47,   54.15,   17.38,    105430,   71.53, 2212.78,  214.57, 2214.40,  212.73, 2212.67,  214.80, 2217.38,  213.18, 8857.23,  855.29,    110320, 9712.52,   8911.38,    872.67,   9784.05
2023-02-07,18:15:47.453,   26.20,   10.66,   23.15,    7.41,   26.79,   11.01,   22.71,    7.34,   98.85,   36.42,    104400,  135.27, 2058.89,  179.16, 2066.91,  179.99, 2062.26,  180.72, 2058.81,  176.54, 8246.87,  716.41,    109590, 8963.28,   8345.72,    752.83,   9098.55
2023-02-07,18:15:47.565,   42.69,   13.13,   39.33,    9.71,   42.77,   13.45,   38.77,    9.62,  163.56,   45.92,    105345,  209.48, 2274.25,  216.02, 2267.03,  211.11, 2272.64,  217.14, 2279.57,  215.42, 9093.50,  859.70,    114980, 9953.20,   9257.06,    905.62,  10162.68
2023-02-07,18:15:47.658,   16.45,    6.67,   13.23,    3.38,   16.83,    6.93,   12.66,    3.15,   59.16,   20.13,    104950,   79.30, 2293.02,  265.00, 2294.67,  262.30, 2295.79,  265.58, 2290.81,  261.36, 9174.29, 1054.24,    107540,10228.53,   9233.46,   1074.37,  10307.82
2023-02-07,18:15:47.757,   17.82,    6.92,   14.88,    3.72,   18.07,    7.26,   14.21,    3.48,   64.98,   21.38,    104420,   86.36, 2172.14,  219.13, 2163.77,  214.51, 2172.30,  220.02, 2162.06,  213.40, 8670.27,  867.06,    109370, 9537.33,   8735.25,    888.44,   9623.69
2023-02-07,18:15:47.858,   15.98,    6.97,   12.74,    3.58,   16.53,    7.34,   12.60,    3.55,   57.84,   21.44,    105450,   79.29, 2179.98,  212.34, 2173.69,  207.14, 2181.07,  212.15, 2176.34,  208.97, 8711.08,  840.60,    110130, 9551.68,   8768.92,    862.04,   9630.96
2023-02-07,18:15:47.957,   14.96,    5.94,   11.62,    2.66,   15.27,    6.22,   11.33,    2.55,   53.18,   17.37,    104390,   70.55, 2125.05,  204.15, 2120.35,  200.07, 2122.73,  203.60, 2118.28,  198.70, 8486.41,  806.52,    108840, 9292.94,   8539.59,    823.89,   9363.48
2023-02-07,18:15:48.058,   17.96,    6.48,   14.84,    3.19,   18.63,    6.88,   14.62,    3.15,   66.04,   19.71,    104396,   85.75, 1853.99,  114.61, 1832.32,  103.88, 1840.57,  110.19, 1835.92,  105.95, 7362.80,  434.62,    108336, 7797.42,   7428.84,    454.33,   7883.17
2023-02-07,18:15:48.158,   34.78,    6.15,   31.63,    2.82,   35.47,    6.52,   31.39,    2.79,  133.26,   18.29,    105470,  151.55, 2004.15,  152.05, 2012.77,  152.86, 2017.06,  156.99, 2011.47,  152.86, 8045.45,  614.75,    109890, 8660.20,   8178.71,    633.04,   8811.75
2023-02-07,18:15:48.258,   32.70,   12.72,   29.55,    9.35,   33.33,   12.94,   29.28,    9.25,  124.86,   44.27,    104430,  169.13, 2593.49,  319.09, 2585.50,  312.78, 2594.46,  319.13, 2589.46,  314.06,10362.90, 1265.06,    111360,11627.96,  10487.76,   1309.33,  11797.09
